,Label,clean_text,String,encoded_label
695,positive,prabowo subianto senjata indonesia cintanya rakyat republik prabowopemersatu ikutpakde prabowo subianto,Prabowo Subianto: Senjata Indonesia adalah Cintanya Rakyat kepada Republik #PrabowoPemersatu #IkutPakde Prabowo Subianto,1.0
696,positive,prabowo berniat teruskan kepemimpinan jokowi indonesia kuat makmur jaya prabowopemersatu ikutpakde,"Prabowo: Saya Berniat Teruskan Kepemimpinan Pak Jokowi agar Indonesia Kuat, Makmur, dan Jaya #PrabowoPemersatu #IkutPakde",1.0
697,positive,prabowo nampak mengenakan pakaian dinas erick mengenakan pakaian batik bercorak coklat hitam bicara hati hati prabowo masukan beliau terima kasih erickthohir bangkitbersamaet,"Bapak @prabowo nampak mengenakan pakaian dinas, sementara Pak Erick mengenakan pakaian batik bercorak coklat dan hitam. Ngobrol dari hati ke hati dengan Pak Prabowo. Saya banyak dapat masukan dari beliau. Terima kasih, Pak,” kata @erickthohir #BangkitBersamaET",1.0
698,positive,surya paloh temui prabowo subianto bahas pemilu 2positive24 metro tv news prabowounggul bangkitbersama,"Surya Paloh Temui Prabowo Subianto, Bahas Pemilu 2positive24? - Metro TV News  #PrabowoUnggul #BangkitBersama",1.0
699,positive,mas akun yang lakukan kustru pendukung2 prabowo 2positivenegative9 rt 5arbini sholehachmad36 bengkeldodo sudah tidak yang nyerang ham sudah gabung endorse prabowo tahu saja prabowo next presiden,"Ada beberapa mas ... jika dilihat lewat akun saya ... yg lakukan kustru pendukung2 #prabowo 2positivenegative9 RT @5arbini: @sholehachmad36 @bengkeldodo Udah gak ada yg nyerang tentang HAM, karena mereka udah gabung atau endorse Prabowo. Tau aja mereka Prabowo next Presiden",1.0
700,negative,innalillahi prabowo subianto meninggal dunia tenggelam sungai musi harian haluan harian haluan network prabowounggul bangkitbersama,Innalillahi! Prabowo Subianto Meninggal Dunia Usai Tenggelam di Sungai Musi - Harian Haluan - Harian Haluan Network  #PrabowoUnggul #BangkitBersama,0.0
701,positive,istana prabowo temui jokowi bahas rapim kementerian nasional tempo prabowounggul bangkitbersama,Istana Soal Prabowo Temui Jokowi: Bahas Rapim Kementerian ... - Nasional Tempo  #PrabowoUnggul #BangkitBersama,1.0
702,positive,prabowo subianto umbar pujian jokowi sejarah catat nasional tempo prabowounggul bangkitbersama,Prabowo Subianto Umbar Pujian untuk Jokowi: Sejarah Akan Catat ... - Nasional Tempo  #PrabowoUnggul #BangkitBersama,1.0
703,positive,capres 2positive24 janji prabowo subianto kota negara nusantara prabowopemersatu ikutpakde prabowo subianto,"Menuju Capres 2positive24, Ini Janji Prabowo Subianto untuk Ibu Kota Negara Nusantara #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
704,positive,headline kepala bin aura jokowi pindah prabowo respons pdip gerindra prabowopemersatu ikutpakde prabowo subianto,"HEADLINE: Kepala BIN Sebut Aura Jokowi Sebagian Pindah ke Prabowo, Respons PDIP-Gerindra? #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
705,positive,prabowo lanjutkan program jokowi menang pilpres 2positive24 salah satunya ikn prabowopemersatu ikutpakde prabowo subianto,"Prabowo Akan Lanjutkan Program Jokowi Jika Menang di Pilpres 2positive24, Salah Satunya IKN #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
706,positive,prabowo berniat teruskan kepemimpinan jokowi indonesia kuat makmur jaya prabowopemersatu ikutpakde,"Prabowo: Saya Berniat Teruskan Kepemimpinan Pak Jokowi agar Indonesia Kuat, Makmur, dan Jaya #PrabowoPemersatu #IkutPakde",1.0
707,positive,infografis heboh kepala bin aura jokowi pindah prabowo tendensi low politics prabowopemersatu ikutpakde prabowo subianto,"Infografis Heboh Kepala BIN Sebut Aura Jokowi Sebagian Pindah ke Prabowo, Tendensi dan Low Politics #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
708,positive,bertemu prabowo erickthohir bilang bicara hati hati membahas industri pertahanan kebangsaan prabowo erick memperkuat industri pertahanan kemandirian amanah presiden jokowi bangkitbersamaet,"Bertemu @prabowo, @erickthohir Bilang Ngobrol dari Hati ke Hati Keduanya membahas masalah industri pertahanan dan masalah kebangsaan. Pak Prabowo dan Pak Erick ingin terus memperkuat industri pertahanan menuju kemandirian, seperti amanah Presiden @jokowi #BangkitBersamaET",1.0
709,positive,pertemuan intens prabowo erick main hati prabowounggul bangkitbersama,"Pertemuan Makin Intens, Prabowo - Erick Mulai Main Hati -   #PrabowoUnggul #BangkitBersama",1.0
710,positive,kepala bin aura jokowi pindah prabowo pengamat titik dukungan pemilu 2positive24 prabowopemersatu ikutpakde prabowo subianto,"Kepala BIN Sebut Aura Jokowi Pindah ke Prabowo, Pengamat: Titik Awal Dukungan untuk Pemilu 2positive24  #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
711,positive,breaking news pertemuan intens prabowo subianto erick main hati prabowountukindonesia bangkitbersama prabowo,"Breaking News : Pertemuan Makin Intens, Prabowo Subianto - Erick Mulai Main Hati -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo",1.0
712,positive,tugas membeli alat peralatan terbaik menjaga kedaulatan bangsa prabowo subianto prabowountukindonesia bangkitbersama,“Tugas saya membeli alat peralatan yang terbaik untuk kalian supaya kalian bisa menjaga kedaulatan bangsa ini.” ujarnya. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,1.0
713,positive,renungan siang semoga bermanfaat cc yth jokowi ganjarpranowo aniesbaswedan prabowo erickthohir mohmahfudmd,Renungan siang.. Semoga bermanfaat. CC Yth @jokowi @ganjarpranowo @aniesbaswedan @prabowo @erickthohir @mohmahfudmd,1.0
714,positive,prabowo dampingi jokowi lepas bantuan kemanusiaan gempa turki suriah prabowopemersatu ikutpakde prabowo subianto,Prabowo Dampingi Jokowi Lepas Bantuan Kemanusiaan Gempa Turki dan Suriah #PrabowoPemersatu #IkutPakde Prabowo Subianto,1.0
715,positive,ponakan kelebihan prabowo dimiliki capres muda prabowopemersatu ikutpakde prabowo subianto,Ponakan Ungkap Kelebihan Prabowo yang Tak Dimiliki Capres Lebih Muda #PrabowoPemersatu #IkutPakde Prabowo Subianto,1.0
716,positive,hadiri undangan presiden mbz prabowo subianto akrab pemimpin timur prabowopemersatu ikutpakde,"Hadiri Undangan Presiden MBZ, Prabowo Subianto Akrab dengan Pemimpin Timur Tengah …… #PrabowoPemersatu #IkutPakde",1.0
717,negative,bentar bentar kayaknya jika golkar mengusulkan cawapres anis oh i seee skemanya gini jika koalisi demokrat nasdem pks usung anies kib gabung anies gerindra pkb ngusung prabowo muhaimin rt paltiwest 3 partai tanda tangan mendukung anies baswedan capres cawapresnya persetujuan jika,"Bentar-bentar kayaknya pak JK di Golkar tapi kok mengusulkan CAWAPRES anis. Oh i Seee. Skemanya gini, pak jk itu membuat koalisi Demokrat, Nasdem, dan PKS untuk usung anies. Kemudian KIB nanti gabung pada anies. Nanti Gerindra PKB ngusung Prabowo-muhaimin RT @Paltiwest: Kalian 3 partai tanda tangan mendukung Anies Baswedan capres, tapi cawapresnya tetap harus persetujuan JK 🤭",0.0
718,positive,pilgub dki 2positivenegative7 mayoritas fans ahy tampil elegan beradab medsos menjelang pilpres 2positive24 mayoritas fans prabowo sikap yang elegan beradab medsos saran saya fans capres malu untuk meneladani fans ahy prabowo tersebut,"Di pilgub DKI 2positivenegative7, mayoritas fans AHY tampil elegan dan beradab di medsos. Menjelang pilpres 2positive24 ini, mayoritas fans Prabowo juga memperlihatkan sikap yg elegan dan beradab di medsos. Saran sy, sebaiknya fans capres lain tak perlu malu utk meneladani fans AHY dan Prabowo tsb.",1.0
719,positive,presiden jokowi meresmikan pych wadah pengembangan generasi muda papua hadir kepala badan intelijen negara bin budi gunawan menteri pertahanan prabowo subianto pembangunan pych bukti jokowi memperhatikan papua kkbteroriswajibdibasmi,"Presiden Jokowi meresmikan PYCH yang jadi wadah pengembangan generasi muda di Papua, Turut hadir Kepala Badan Intelijen Negara (BIN) Budi Gunawan dan Menteri Pertahanan Prabowo Subianto. pembangunan PYCH adalah bukti Jokowi sangat memperhatikan Papua #KKBTerorisWajibDibasmi",1.0
720,positive,gerindra klaim tanda prabowo presiden 2positive2positive prabowopemersatu ikutpakde prabowo subianto,"Gerindra Klaim Dua ""Tanda Baik"" Prabowo Bakal Jadi Presiden 2positive2positive #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
721,negative,prabowo rt rrrabz tanyarlfes anjir cf guacowo,Ada pak prabowo RT @rrrabz: @tanyarlfes anjir mana cf guacowo semua....,0.0
722,positive,data tanggal 26 positive3 2positive23 presentasikan hasil survey persaiangan anies baswedan prabowo ketat unggul prabowo prabowo prabowo pengamatcapreswarungkopi 34 3 2positive 7 33 negative,"Data sementara hari ini Tgl 26-positive3-2positive23, setelah kami presentasikan hasil survey Persaiangan pak Anies Baswedan dan pak Prabowo sangat ketat tapi masih unggul pak Prabowo🥳 #prabowo @prabowo 🇮🇩 #Pengamatcapreswarungkopi 34,3% 2positive,7% 33,negative%",1.0
723,positive,dasco ajak kader gerindra sultra menangkan prabowo presiden prabowopemersatu ikutpakde prabowo subianto translate tweet,Dasco Ajak Kader Gerindra se-Sultra Menangkan Prabowo Sebagai Presiden #PrabowoPemersatu #IkutPakde Prabowo Subianto Translate Tweet,1.0
724,positive,kamu ingatlah kamu menyapa jahat lupa prabowo,"“Saat kau di atas ingatlah yang di bawah. Karena nanti kau ke bawah mereka akan menyapa kalian. Kalau di atas jahat, mereka tak akan lupa,” Kata Prabowo.",1.0
725,positive,berita loyalis pm malaysia anwar ibrahim terang terangan sanjung prabowo subianto jokowi prabowountukindonesia bangkitbersama setyoko2positive24,Berita Loyalis: PM Malaysia Anwar Ibrahim Terang-terangan Sanjung Prabowo Subianto di Depan Jokowi -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,1.0
726,positive,dasco ajak kader gerindra sultra menangkan prabowo presiden prabowopemersatu ikutpakde prabowo subianto,Dasco Ajak Kader Gerindra se-Sultra Menangkan Prabowo Sebagai Presiden #PrabowoPemersatu #IkutPakde Prabowo Subianto,1.0
727,positive,bowo mode kerja vs mode santai bowo pecinta kucing guys nih yang sayang kucing jugaa tulis kolom komentar yaa gerindra prabowo indonesia partaigerindra prabowosubianto dpr prabowopresiden dprri gerindramenang gerindraindonesia dprd,"Pak Bowo Mode Kerja vs Mode Santai😎 Ternyata Pak Bowo pecinta kucing guys, siapa nih yg sayang kucing jugaa? Tulis di kolom komentar yaa🫰🏻 #gerindra #prabowo #indonesia #partaigerindra #prabowosubianto #dpr #prabowopresiden #dprri #gerindramenang #gerindraindonesia #dprd",1.0
728,positive,nampaknya megawati jadikan ktp el restui ganjar capres pdip jokowi mencoba usung ganjar mempertemukan prabowo sawah muslim,"""Jadi nampaknya Megawati akan jadikan kasus KTP-el untuk tidak restui Ganjar capres PDIP, meski belakangan Jokowi masih mencoba usung Ganjar dengan mempertemukan Prabowo di sawah,"" ujar Muslim.",1.0
729,positive,menhan prabowo menekankan berjuang peningkatan alpalhankam kesejahteraan prajurit prabowo subianto prabowountukindonesia bangkitbersama,Menhan Prabowo juga menekankan akan terus berjuang untuk peningkatan alpalhankam dan kesejahteraan prajurit. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,1.0
730,positive,said bantuan yayasan prabowo subianto djojohadikusumo wujud kepedulian prabowo umat islam mengapresiasi prabowo prabowopeduli kerjasama,Said mengatakan bantuan dari Yayasan Prabowo Subianto Djojohadikusumo merupakan wujud kepedulian Prabowo terhadap umat Islam. Dia mengapresiasi Prabowo. #PrabowoPeduli #kerjasama,1.0
731,positive,sindir prabowo subianto ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowountukindonesia bangkitbersama setyoko2positive24,"Sindir Prabowo Subianto dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",1.0
732,positive,breaking news sindir prabowo subianto ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowountukindonesia bangkitbersama prabowo,"Breaking News : Sindir Prabowo Subianto dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUntukIndonesia #BangkitBersama #Prabowo",1.0
733,negative,hoaks duet prabowo subianto ganjar pranowo bikin gempar resmi diusung capres cawapres 2positive24 keramat 2 lyodra klitih beauty and the beast,"Hoaks! Duet Prabowo Subianto dan Ganjar Pranowo Bikin Gempar, Resmi Diusung Jadi Capres-Cawapres 2positive24 Keramat 2 Lyodra Klitih Beauty and the Beast",0.0
734,positive,gerindra klaim tanda prabowo presiden 2positive2positive prabowopemersatu ikutpakde prabowo subianto,"Gerindra Klaim Dua ""Tanda Baik"" Prabowo Bakal Jadi Presiden 2positive2positive #PrabowoPemersatu #IkutPakde Prabowo Subianto",1.0
735,positive,presiden jokowi menemui petani panen kabupaten kebumen jawa pekan jokowi mengajak menteri pertanian menggandeng menteri pertahanan prabowo subianto gubernur ganjar pranowo silahkan kunjungi,"Presiden Jokowi menemui petani yang sedang panen di Kabupaten Kebumen, Jawa Tengah beberapa pekan lalu. Jokowi tak mengajak menteri Pertanian. Ia malah menggandeng Menteri Pertahanan Prabowo Subianto dan Gubernur Ganjar Pranowo. Silahkan kunjungi",1.0
736,positive,hadiri undangan presiden mbz prabowo subianto akrab pemimpin timur prabowopemersatu ikutpakde,"Hadiri Undangan Presiden MBZ, Prabowo Subianto Akrab dengan Pemimpin Timur Tengah … #PrabowoPemersatu #IkutPakde",1.0
737,positive,ganjar prabowo rt thearieair menang lawan ab pdip gerindra itupun jaminan menang yang share tentang politik malesin sekali,Ganjar - Prabowo RT @TheArieAir: jika mau menang lawan AB maka PDIP harus jadi satu dengan gerindra itupun belum jaminan menang sebenarnya banyak yg aku mau share ttg politik namun ....malesin banget,1.0
738,negative,yang bertanding melawan prabowo menang pemilu nama prabowo muncul,Siapapun yg bertanding melawan Prabowo dia bakal menang. Maka setiap Pemilu nama Prabowo selalu muncul.,0.0
739,positive,breaking news pilpres 2positive24 nasdem demokrat berang buntut pernyataan kepala bin prabowo subianto tribun batam prabowountukindonesia bangkitbersama prabowo,"Breaking News : Pilpres 2positive24, Nasdem dan Demokrat Berang Buntut Pernyataan Kepala BIN ke Prabowo Subianto - Tribun Batam  #PrabowoUntukIndonesia #BangkitBersama #Prabowo",1.0
740,positive,pilpres 2positive24 nasdem demokrat berang buntut pernyataan kepala bin prabowo subianto tribun batam prabowountukindonesia bangkitbersama setyoko2positive24,"Pilpres 2positive24, Nasdem dan Demokrat Berang Buntut Pernyataan Kepala BIN ke Prabowo Subianto - Tribun Batam  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",1.0
741,positive,prabowo dampingi jokowi lepas bantuan kemanusiaan gempa turki suriah prabowopemersatu ikutpakde prabowo subianto,Prabowo Dampingi Jokowi Lepas Bantuan Kemanusiaan Gempa Turki dan Suriah #PrabowoPemersatu #IkutPakde Prabowo Subianto,1.0
742,positive,prestasi prabowo capres abadi rt bengkeldodo orang kiprah prabowo perduli dengan anak anak berprestasi inj berkembang kesemuanya berkaitan anak bangsa beliau perduli masadepan anak anak indonesia,Prestasi Prabowo adalah Capres Abadi RT @bengkeldodo: Dan belum banyak juga orang yang mengetahui kiprah #Prabowo yang sangat perduli dgn anak-anak yang berprestasi Pasti ! Berawal dari inj nanti terus berkembang kesemuanya yang berkaitan dengan anak.bangsa Karena memang beliau perduli dengan masadepan anak-anak Indonesia,1.0
743,positive,prabowo berniat teruskan kepemimpinan jokowi indonesia kuat makmur jaya prabowopemersatu ikutpakde,"Prabowo: Saya Berniat Teruskan Kepemimpinan Pak Jokowi agar Indonesia Kuat, Makmur, dan Jaya #PrabowoPemersatu #IkutPakde",1.0
744,positive,anies adalah pemimpin yang hebat berkata2 bohong khianat aniesbaswedan prabowo gerindra andre_rosiade bumnbersatu nasdem pdemokrat pksejahtera abu_waras sewordtv psi_id alisyarief pdi_perjuangan tatakujiyati musniumar geiszchalifah,Anies adlh pemimpin yg hebat berkata2 Tidak bohong & khianat @aniesbaswedan @prabowo @Gerindra @andre_rosiade @bumnbersatu @NasDem @PDemokrat @PKSejahtera @abu_waras @SewordTv @psi_id @alisyarief @PDI_Perjuangan @tatakujiyati @musniumar @GeiszChalifah,1.0
745,positive,viral momen prabowo subianto hormat luhut guyon izin duduk detiknews prabowounggul bangkitbersama,Viral Momen Prabowo Subianto Hormat ke Luhut dan Guyon 'Izin Duduk' - detikNews  #PrabowoUnggul #BangkitBersama,1.0
746,positive,terpenting menhan prabowo prajurit tangguh bangga prabowo subianto prabowountukindonesia bangkitbersama,Yang terpenting menurut Menhan Prabowo adalah agar para prajurit harus tetap tangguh dan bangga. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,1.0
747,positive,indonesia membutuhkan kesinambungan sustainabaility pembangunan dukung prabowo ganjar presiden wakil presiden 2positive24 2positive29 pilpres2positive24,Indonesia membutuhkan kesinambungan (sustainabaility) pembangunan. Dukung Prabowo Ganjar sebagai Presiden dan Wakil Presiden 2positive24-2positive29 #Pilpres2positive24,1.0
748,positive,survei smrc maret 2positive23 wan abud alias yohanies nyungsep elektabilitas hancur wan abud yohanies tergusur prabowo tertinggal ganjar pranowo,Survei SMRC Maret 2positive23: Wan Abud Alias Yohanies semakin nyungsep. Elektabilitas Hancur. Wan Abud Yohanies Tergusur oleh Prabowo dan tertinggal jauh dari Ganjar Pranowo,1.0
749,positive,aparat keamanan wibawa harga lecehkan warga keturunan yaman cc listyosigitp mohmahfudmd prabowo yaqutcqoumas rt marquez__93 jendral bintang 7 habis turun langsung tutup hiburan malam jendral berpesan membandel ratakan kafe de most jendral habis sahur on the road menikmati udara pagi budak setia menunggu sang jendral sahur beralaskan daun pisang,"Aparat keamanan makin tidak punya wibawa dan harga diri. Saat di lecehkan warga keturunan Yaman. CC @ListyoSigitP @mohmahfudmd @prabowo @YaqutCQoumas RT @MARQUEZ__93: Jendral Bintang 7 HBS Turun Langsung Tutup Tempat Hiburan Malam, Jendral Berpesan Jangan Sampai Membandel Akan Di Ratakan Seperti Kafe De Most, Jendral HBS Sambil Sahur On The Road Menikmati Udara Pagi, Para Budak Dengan Setia Menunggu Sang Jendral Sahur Beralaskan Daun Pisang.",1.0
750,positive,orang mirip prabowo ahok luhut cocoknya wapres menko gajah mada hayam wuruk eksekutor handal diplomasi,"Orang kayak Prabowo, Ahok, Luhut cocoknya jadi Wapres/Menko, mirip Gajah Mada - Hayam Wuruk. Mereka eksekutor handal, tapi kurang diplomasi.",1.0
751,positive,erick thohir sosok yang menghargai senioritas erick mengaku senang berdiskusi prabowo pengalaman senior untuk dijadikan sebagai bahan pertimbangan untuk melangkah bangkitbersamaet,Sangat tampak Erick Thohir adalah sosok yg sangat menghargai senioritas. Erick mengaku senang bisa berdiskusi dengan Prabowo. Bagaimanapun pengalaman dari para senior sangat penting utk dijadikan sbg bahan pertimbangan utk kita melangkah. #BangkitBersamaET,1.0
752,positive,prabowo subianto lestarikan cagar budaya fraksi gerindra prabowountukindonesia bangkitbersama setyoko2positive24,Pak Prabowo Subianto Ungkap Keinginan Lestarikan Cagar Budaya di ... - FRAKSI GERINDRA  #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24,1.0
753,negative,sindir prabowo ganjar demokrat nilai bawaslu pilih kasih herald sulsel prabowounggul bangkitbersama,"Sindir Prabowo dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih - Herald Sulsel  #PrabowoUnggul #BangkitBersama",0.0
754,negative,dokumen cia bocor pendukung anies berubah pikiran pilih ganjar prabowo begitu otak pakai otak rt ngebutmautc84 dokumen cia bocor anies baswedan disiapkan presiden republik indonesia mahfud md gagal 2positive24 bukan gagal tetapi sengaja digagalkan dengan masuk ruangan khusus kpk supaya tidak daftar capres tidak prof mohmahfudmd,"Terus kalau Dokumen CIA bocor para pendukung Anies berubah pikiran jadi pada milih Ganjar atau Prabowo gitu. Otak pake otak! RT @NgebutMautC84: Dokumen CIA Bocor, Anies Baswedan Disiapkan untuk Jadi Presiden RI, Mahfud MD: Bakalan Gagal di 2positive24  Bkn gagal, tp SENGAJA DIGAGALKAN, DGN CARA MASUK KE RUANGAN KHUSUS di KPK🙈🙊 SPY GAK BISA DAFTAR CAPRES. Betul gak Prof @mohmahfudmd ?",0.0
755,positive,kehormatan kebanggaan terima penuh haru kebanggaan menhan prabowo prabowo subianto prabowountukindonesia bangkitbersama,"Ini adalah suatu kehormatan yang besar, dan suatu kebanggaan. Saya terima dengan penuh rasa haru dan rasa kebanggaan,” ungkap Menhan Prabowo. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama",1.0
756,positive,prabowo kesempatan berkontribusi program kali mendengarnya bkprmi senang membantu program pemeliharaan kebersihan negativepositivepositive ribu masjid prabowopeduli kerjasama,"Prabowo, dalam kesempatan tersebut, mengatakan ingin berkontribusi dalam program ini saat pertama kali mendengarnya dari BKPRMI. Dia mengatakan senang membantu program pemeliharaan kebersihan negativepositivepositive ribu masjid. #PrabowoPeduli #kerjasama",1.0
757,positive,tidak sih senior junior dunia perpolitikan prabowo erickthohir bertemu berbicara hati hati kira2 ya yang obrolkan kepo mode on bangkitbersamaet,Boleh nggak sih jika ini di katakan senior & junior di dunia perpolitikan. Prabowo dan @erickthohir bertemu serta berbicara dari hati ke hati ( Kira2 apa ya yg mereka obrolkan 🤔 ) Kepo mode ON 😁 #BangkitBersamaET,1.0
758,negative,sindir prabowo ganjar demokrat nilai bawaslu pilih kasih,"Sindir Prabowo dan Ganjar, Demokrat Nilai Bawaslu Pilih Kasih",0.0
759,negative,up yang kesekian kalinya bagaimana kalau dengan keluarga listyosigitp divhumas_polri ccicpolri puspen_tni mohmahfudmd cc jokowi prabowo rt ekadwiarianto convomfs kejadian kemarin jum at pagi habis subuh jam 5 2 remaja berboncengan dikejar segerombolan motor didekat samsat kota jogja berhasil lolos lari temannya jatuh langsung dikeroyok kondisi korban kritis rs sardjito yogyakarta,"Up...untuk yg kesekian kalinya.. Gmn klo terjadi dgn keluarga kalian ??? @ListyoSigitP @DivHumas_Polri @CCICPolri @Puspen_TNI @mohmahfudmd Cc @jokowi @prabowo RT @ekadwiarianto: @convomfs Kejadian baru kemarin Jum'at pagi habis subuh sekitar jam 5 lebih 2 remaja berboncengan dikejar segerombolan motor didekat Samsat kota Jogja yang satu berhasil lolos & lari tapi temannya jatuh dan langsung dikeroyok , kondisi korban sekarang kritis di RS Sardjito Yogyakarta",0.0
760,positive,guratan keikhlasan terlukis wajahnya pengabdian yang diusianya yang muda lubuk hati terdalam prabowo bertekad mewariskan mata air kehidupan layak rakyat air mata penderitaan prabowo,"Guratan keikhlasan terlukis di wajahnya Sejak dulu hanya pengabdian yg ia tahu terlebih kini diusianya yg tak lagi muda Di lubuk hati terdalam, sebelum waktu berakhir @prabowo bertekad mewariskan MATA AIR (kehidupan layak) bagi rakyat bukan AIR MATA (penderitaan) #Prabowo ❤️🇮🇩",1.0
761,positive,andry m r laritembun barisan muda duan lolat papua barat menangkan prabowo,Andry.M.R.Laritembun bersama barisan Muda DUAN LOLAT PAPUA BARAT siap menangkan PRABOWO,1.0
762,positive,prabowo ganjar putaran indonesia damai indonesia kuat indonesia hebat pilpres2positive24 prabowo ganjar penerusjokowi,"Prabowo - Ganjar satu putaran! Indonesia damai, Indonesia semakin kuat, Indonesia hebat #Pilpres2positive24 #Prabowo #Ganjar #PenerusJokowi",1.0
763,positive,via indozonemedia,Mungkin saja  via @indozonemedia,1.0
764,positive,samakan prabowo orang tong prabowo jelekin wiranto agum gumelar hendropriyono luhut dan lain lain beliau santai balas dendam kq prabowo bermusuhan anak bangsa beliau rt tan_mar3m belum aman kalau ps presiden mustahil 2x kena tikung menyimpan dendam kalimat legend tidak takut diculik kamu,"Jangan samakan Prabowo sama Orang lain Tong, Prabowo di Jelekin sama Wiranto, Agum Gumelar, Hendropriyono, Luhut dll, saja Beliau tetap Santai dan tidak balas dendam kq dan dari dulu Prabowo Tidak pernah mau bermusuhan sesama anak bangsa itu ditegaskan sama beliau sejak dulu 😊 RT @Tan_Mar3M: Blom tentu juga aman kalo PS jadi presiden. Sebab mustahil saja rasanya 2x kena tikung tak menyimpan dendam.. Kalimat legend : Gak takut diculik lu? 🤣",1.0
765,positive,berita loyalis prabowo subianto optimis yudo margono pimpin tni alasannya prabowountukindonesia bangkitbersama setyoko2positive24,"Berita Loyalis: Prabowo Subianto Optimis Yudo Margono Mampu Pimpin TNI, Ini Alasannya -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",1.0
766,positive,breaking news diajak kunker presiden jokowi prabowo subianto beliau prabowountukindonesia bangkitbersama prabowo,"Breaking News : Sering Diajak Kunker Presiden Jokowi, Prabowo Subianto: Mungkin Beliau ... -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo",1.0
767,positive,torang tuama minahasa prabowo rt yosephrosario_ keluarga prabowo prabowo prabowosubianto,Torang tuama Minahasa ❤️ #prabowo RT @yosephrosario_: Masa Kecil Bersama Keluarga Prabowo #Prabowo #prabowosubianto,1.0
768,positive,menhan prabowo subianto prabowo menerima penetapan indonesia tuan rumah asean defence ministers meeting admm 2positive23 admm retreat admm plus 9 siem reap kamboja november 2positive22,"Menhan Prabowo Subianto @prabowo telah menerima penetapan Indonesia sebagai tuan rumah ASEAN Defence Ministers' Meeting (ADMM) 2positive23, pada ADMM Retreat dan ADMM Plus ke-9 di Siem Reap, Kamboja, November 2positive22 lalu.",1.0
769,positive,kehormatan diangkat warga kehormatan korps marinir prabowo subianto prabowountukindonesia bangkitbersama,“Hari ini saya mendapat kehormatan diangkat menjadi warga kehormatan Korps Marinir. Prabowo Subianto #PrabowoUntukIndonesia #BangkitBersama,1.0
770,positive,breaking news putra wayang ultah prabowo subianto unggah potret manis prabowountukindonesia bangkitbersama prabowo,"Breaking News : Putra Semata Wayang Ultah, Prabowo Subianto Unggah Potret Manis ... -   #PrabowoUntukIndonesia #BangkitBersama #Prabowo",1.0
771,positive,putra wayang ultah prabowo subianto unggah potret manis prabowountukindonesia bangkitbersama setyoko2positive24,"Putra Semata Wayang Ultah, Prabowo Subianto Unggah Potret Manis ... -   #PrabowoUntukIndonesia #BangkitBersama #Setyoko2positive24",1.0
772,positive,ya yang presiden nya menjamin keamanan jokowi sekeluarga komunitas nya tidak dijamin buzzer2nya prabowo berhadapan rakyat jelata lapisan masyarakat yang mudah ditindas rt oposisicerdas effendi gazali prabowo jamin keamanan jokowi keluarga,"Ya, Itu betul sekali. Siapapun yg akan jadi presiden berikut-nya harus menjamin keamanan Jokowi sekeluarga. Kalau komunitas-nya nggak perlu dijamin, apalagi buzzer2nya. Apakah Prabowo sudah siap berhadapan dengan rakyat jelata terutama? Lapisan masyarakat yg mudah ditindas! RT @OposisiCerdas: Effendi Gazali Sebut Prabowo Siap Jamin Keamanan Jokowi dan Keluarga, Ada Apa?",1.0
773,negative,pndukung prabowo seperti arb sda adalah orang-orang bejad tabiatnya kasar orang begitu novrinawawi,"Pndukung Prabowo spt ARB, SDA adl org2 bejad tabiatnya kasar termasuk org ini >&gt; novrinawawi",0.0
774,positive,kontras menyoroti pernyataan kepala bin budi gunawan aura presiden joko widodo pindah menteri pertahanan prabowo subianto aura pindah,Kontras menyoroti pernyataan Kepala BIN Budi Gunawan yang menyatakan aura Presiden Joko Widodo pindah kepada Menteri Pertahanan Prabowo Subianto. (((((Aura pindah))))),1.0
775,negative,nama nama andalan capres ganjar prabowo,"Nama-nama Lama Masih Jadi Andalan Capres, Ada Ganjar & Prabowo",0.0
