,Label,String,clean_text,encoded_label
307,positive,#BantuanKemanusiaanFPIKaltim FPI Kaltim Bagikan Ratusan Paket Ta'jil Ramadhan di Samarinda (25/positive3/2positive23),bantuankemanusiaanfpikaltim fpi kaltim bagikan ratusan paket ta jil ramadhan samarinda 25 positive3 2positive23,1
308,positive,FPI Kaltim Bagikan Ratusan Paket Ta'jil Ramadhan di Samarinda,fpi kaltim bagikan ratusan paket ta jil ramadhan samarinda,1
309,positive,"Habib Muhammad bin Thoha Assegaf Wafat, FPI dan Ponpes MS Turut Berdukacita",habib muhammad bin thoha assegaf wafat fpi ponpes ms berdukacita,1
310,negative,"Tidak ada pilihan lain kecuali menghancurkan Grombolan ini jika tidak ingin HTI dan FPI hidup lagi...👇👇 RT @Relawananies: Kampanyekan Anies ke Tingkat Bawah, Relawan Safari Politik di Kampung-kampung Kota Bandung",pilihan kecuali menghancurkan grombolan hati fpi hidup rt relawananies kampanyekan anies tingkat relawan safari politik kampung kampung kota bandung,0
311,negative,"Negara yg bebas dari Gembel2 FPI dan HTI akan terus maju, sementara negara yg di huni oleh Gembel2 HTI dan FPI akan semakin terpuruk baik pendidikan maupun ekonomi.. Indonesia akan semakin terpuruk dan tertinggal Krn ulah Gembel2 HTI dan FPI.. RT @s_wksa: نبارك لمنتخبنا الوطني للسيدات @saff_wfd دخولهم في تصنيف الاتحاد الدولي لكرة القدم (فيفا) 👏🏼🇸🇦🇸🇦🇸🇦",negara yang bebas gembel2 fpi hati maju negara yang huni gembel2 hati fpi terpuruk pendidikan ekonomi indonesia terpuruk tertinggal karena ulah gembel2 hati fpi rt s_wksa نبارك لمنتخبنا الوطني للسيدات saff_wfd دخولهم في تصنيف الاتحاد الدولي لكرة القدم فيفا,0
312,positive,"إِنَّا لِلَّٰهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ Telah wafat pada hari Sabtu 3 Ramadhan negative444 H / 25 Maret 2positive23 M Al Habib Muhammad Bin Thoha Assegaf Tokoh Senior FPI PS MARKAZ SYARIAH MENYAMPAIKAN TA'ZIYAH KEPADA SELURUH KELUARGA, KERABAT, SHAHABAT DAN JAMA’AH ALMARHUM TERCINTA.",إ ن ا ل ل ه و إ ن ا إ ل ي ه ر اج ع ون wafat sabtu 3 ramadhan negative444 h 25 maret 2positive23 m al habib muhammad bin thoha assegaf tokoh senior fpi ps markaz syariah ta ziyah keluarga kerabat shahabat jama ah almarhum tercinta,1
313,positive,"Bismillah Innalillahi wainnailaihi rojiun 😔 Telah berpulang ke Rahmatullah, Al Habib Muhammad bin Thoha Assegaf. Almarhum adalah Seorang tokoh Senior FPI, Husnul Khotimah InsyaaAllah, Aamiin Yaa Robb Aamiin 🤲",bismillah innalillahi wainnailaihi rojiun berpulang rahmatullah al habib muhammad bin thoha assegaf almarhum tokoh senior fpi husnul khotimah insyaaallah aamiin yaa robb aamiin,1
314,negative,Negara yg bersih dr Gembel2 HTI dan FPI molai menata negaranya... Indonesia yg hidup dlm lingkaran kaum gembel HTI dan Khilafah akan menuju kehancuran...@ArifPetaniKopi @Edytawang @HizbutTembakau RT @gorgeous4ew: رسميًا ولأول مرة.. أخضر السيدات ينضم للتصنيف العالمي لفيفا 🇸🇦❤️,negara yang bersih dari gembel2 hati fpi molai menata negaranya indonesia yang hidup dalam lingkaran kaum jelek hati khilafah kehancuran arifpetanikopi edytawang hizbuttembakau rt gorgeous4ew رسمي ا ولأول مرة أخضر السيدات ينضم للتصنيف العالمي لفيفا,0
315,negative,"Setelah patung Bunda Maria di Kulon Progo .. Ini lagi di Tanjung Balai.. Kayaknya kelompok Islam yg jenis ini harus diblokir seperti HTI, FPI dan kaum intoleran dan kaum radikalisme yang rata rata gk punya akal sehat dan gk punya akhlak.... Agama secara salah",patung bunda maria kulon progo tanjung balai kayaknya kelompok islam yang jenis diblokir hati fpi kaum intoleran kaum radikalisme tidak akal sehat tidak akhlak agama salah,0
316,negative,boikot fpi,boikot fpi,0
317,negative,Kita apresiasi dan udah bersuara terhadap penolakan ormas Israel. NU pak kiai Said Akil menolak Muhammadiyah PDIP PKS Ganjar Pranowo Gubernur Bali KNPI FPI PA 2negative2 Alumni 2negative2 Klw dipaksakan masuk indo saya gak yakin polisi bisa menahannya.,apresiasi sudah bersuara penolakan ormas israel nu kiai said akil menolak muhammadiyah pdip pks ganjar pranowo gubernur bali knpi fpi bapak 2negative2 alumni 2negative2 kalau dipaksakan masuk indo tidak polisi menahannya,0
318,negative,"Grombolan kadrun HTI,FPI. PeA2negative2,GNPF, kapan demo niii, segera minta fatwa MUI. Takbir RT @ChHuda5: Lascar ventong ada bahan buat demo nieh 😅 Lumayan buat ngisi toples biar gk di isi dg rengginang😂",grombolan kadrun hati fpi pea2negative2 gnpf demo niii fatwa mui takbir rt chhuda5 lascar ventong bahan demo nieh lumayan ngisi toples biar tidak isi dengan rengginang,0
319,negative,"Selama Anies didukung Ikhwanul Muslimin, HTI dan FPI maka selama itu pulalah perubahan dalam bentuk persatuan hanya bualan para politikus yang hanya mengincar kekuasaan. Grass root akan terkotak-kotakan selamanya. 📌",anies didukung ikhwanul muslimin hati fpi pulalah perubahan bentuk persatuan bualan politikus mengincar kekuasaan grass root terkotak kotakan,0
320,negative,"Sdh pada sinting, ngapain ngurusin olahraga israel ga boleh msk ind…efek bela palestina tp goblog ngurusin radikal, HTI bangsat dan FPI bangsat didalam negeri.",sudah sinting ngapain ngurusin olahraga israel tidak masuk ind efek bela palestina tetapi goblog ngurusin radikal hati bangsat fpi bangsat didalam negeri,0
321,positive,FPI P MIM RT @taylorswiftbr: MÚSICA SURPRESA negative: Our Song #VegasTSTheErasTour,fpi p mim rt taylorswiftbr música surpresa negative our song vegaststheerastour,1
322,negative,Nah.....loh....para kadrun....hti...fpi....congor2 habib yaman....brani ga....jgn brani di kandang....kaya ayam sayur.....drunnnn2222 RT @kadrunmampos: nah,loh kadrun hati fpi congor2 habib yaman berani tidak jangan berani kandang kaya ayam sayur drunnnn2222 rt kadrunmampos,0
323,negative,"Bayangin sehabis bukber dari masjid sheikh zayed solo, tiba-tiba paman coki mendapat suatu hidayah misterius dan akhirnya memilih hijrah menjadi anggota FPI",bayangin sehabis bukber masjid sheikh zayed solo paman coki hidayah misterius memilih hijrah anggota fpi,0
324,negative,"KENAPA KALIAN CM MARAH KE ISRAEL ? KENAPA KALIAN GK MARAH KE ARAB SAUDI YG MENYERANG YAMAN & RATUSAN ANAK KECIL YAMAN TERBUNUH ? MANA SUARA FPI, HTI, PKS DAN GEROMBOLANNYA ? BUTAKAH MATA KALIAN ? BERANIKAN KALIAN DEMO DI KEDUBES ARAB SAUDI ? T A K U T....??",cuma marah israel tidak marah arab saudi yang menyerang yaman ratusan anak yaman terbunuh suara fpi hati pks gerombolannya butakah mata beranikan demo kedubes arab saudi t a ke u t,0
325,negative,"Kaum Radikal sprt HTI, FPI, butuh anggota yg Goblok, tak berpendidikan sprt ini... Tujuannya agar Rencana mrk bisa terlaksana.. Tak peduli akan terjadi Pertikaian, perpecahan dan kerusuhan di negeri ini, sprt di Yaman, Afganistan, Libia. Tag. Palestina Anis Mata. RT @ChHuda5: Ini apaan sih Jendral @ListyoSigitP @DivHumas_Polri koq ngeri gini Itu mereka bisa bebas pamer senjata dimedia apa gada tindakan dr aparat penegak hukum tah pak @mohmahfudmd Anak bangsa butuh ketenangan & kenyamanan Pak @jokowi Kpn majunya bangsa ini klo yg begini dbiarkan❗️",kaum radikal seperti hati fpi butuh anggota yang goblok berpendidikan seperti tujuannya rencana mereka terlaksana peduli pertikaian perpecahan kerusuhan negeri seperti yaman afganistan libia tag palestina anis mata rt chhuda5 sih jendral listyosigitp divhumas_polri kok ngeri gini bebas pamer senjata dimedia tidak ada tindakan dari aparat penegak hukum tah mohmahfudmd anak bangsa butuh ketenangan kenyamanan jokowi kapan majunya bangsa kalau yang dbiarkan,0
326,positive,"Antara mbak @DiniHrdianti mbak @ch_chotimah2 mbak @Leonita_Lestari , narasi ketiganya mempunyai sudut pandang yg berbeda namun satu tujuan. Ditambah lagi dengan @KakekHalal . Semakin klop. Sehingga tidak ada lagi celah pihak oposisi/eks HTI/eks FPI mengambil celah dan peran. RT @KakekHalal: Banyak yang nyerang Pak Ganjar terkait isu timnas Israel, simak ulasan/utas berikut ini sampe selesai biar pada paham : negative. Politik Jalan Tengah, Cara Ganjar Redam Bola Panas Israel-Palestina",mbak dinihrdianti mbak ch_chotimah2 mbak leonita_lestari narasi ketiganya sudut pandang yang berbeda tujuan ditambah kakekhalal klop celah oposisi eks hati eks fpi mengambil celah peran rt kakekhalal nyerang ganjar terkait isu timnas israel simak ulasan utas sampai selesai biar paham negative politik jalan ganjar redam bola panas israel palestina,1
327,negative,"Partai HTI, Partai FPI , Dan Partai Khilafah Suudzon 🤣😭😍🤪🦎 KKB , Koalisi Kadrun Bersenggama RT @ekokuntadhinegative: Tiga partai sudah tandatangan dokumen bersama untuk pencalonan Anies.",partai hati partai fpi partai khilafah suudzon kkb koalisi kadrun bersenggama rt ekokuntadhinegative partai tandatangan dokumen pencalonan anies,0
328,negative,Dana kampanye untuk mendukung bakal capres Anies dari Amerika Serikat nampaknya sudah cair hal tersebut terlihat dari pergerakan FPI yang mulai beraksi INI BENERAN UNIQLO Lali Dkriuk Hailey WAR IS OVER Palestina Israel Dino Anis Matta Islam soobin #LikeCrazy #pulauterkutuk #LISA,dana kampanye mendukung capres anies amerika serikat nampaknya cair pergerakan fpi beraksi benar uniqlo lali dkriuk hailey war is over palestina israel dino anis matta islam soobin likecrazy pulauterkutuk lisa,0
329,negative,PERNYATAAN SIKAP DPW FPI KOTA PAREPARE SEHUBUNGAN DENGAN ADANYA PELARANGAN BUKA PUASA BERSAMA MAKA DPW FPI KOTA PAREPARE MENYATAKAN SIKAP,pernyataan sikap dpw fpi kota parepare sehubungan pelarangan buka puasa dpw fpi kota parepare sikap,0
330,negative,"PDIP, Wayan Koster, Ganjar, HTI, FPI, PKS dan MUI harus bertanggung jawab klo sampe Indonesia disanksi FIFA yg mengakibatkan Timnas Indonesia & Klub2 Indonesia dilarang ikut kompetisi internasional, ribuan Pemain Bola jadi pengangguran, ribuan pedagang keilangan mata pencaharian RT @idextratime: 🚨 BREAKING: Drawing Piala Dunia U-2positive Indonesia yang sebelumnya direncanakan tanggal 3negative Maret 2positive23 harus ditunda oleh FIFA. Piala Dunia U-2positive Indonesia terancam dibatalkan. 😳 (via DetikSports)",pdip wayan koster ganjar hati fpi pks mui bertanggung kalau sampai indonesia disanksi fifa yang mengakibatkan timnas indonesia klub2 indonesia dilarang kompetisi internasional ribuan pemain bola pengangguran ribuan pedagang keilangan mata pencaharian rt idextratime breaking drawing piala dunia u 2positive indonesia direncanakan tanggal 3negative maret 2positive23 ditunda fifa piala dunia u 2positive indonesia terancam dibatalkan via detiksports,0
331,negative,"Thn negative967, sukarno sdh tdk bahas palestina pk @ganjarpranowo , bu @puanmaharani_ri . Jika orang sdh kalah perang, harus legowo, jgn mirip FPI/HTI masih ngedumel Cc @jokowi @tifsembiring @mohmahfudmd @muannas_alaidid @ListyoSigitP @erickthohir @AryaSinulingga @Ayang_Utriza @DPR_RI RT @Hendrikorachman: UUD 45 psl 27 -34 ttg hak & kewajiban WNI.UUD 45 psl 28 kemerdekaan berpikir dlm konstitusi.Israel sdh berperang dg liga arab, memenangkan peperangan th negative967 Cc @jokowi @erickthohir @ListyoSigitP @muannas_alaidid @mohmahfudmd @fadlizon @ganjarpranowo @faizalassegaf @Ayang_Utriza",tahun negative967 sukarno sudah tidak bahas palestina pk ganjarpranowo bu puanmaharani_ri orang sudah kalah perang legowo jangan fpi hati ngedumel cc jokowi tifsembiring mohmahfudmd muannas_alaidid listyosigitp erickthohir aryasinulingga ayang_utriza dpr_ri rt hendrikorachman uud 45 psl 27 34 tentang hak kewajiban wni uud 45 psl 28 kemerdekaan berpikir dalam konstitusi israel sudah berperang dengan liga arab memenangkan peperangan tahun negative967 cc jokowi erickthohir listyosigitp muannas_alaidid mohmahfudmd fadlizon ganjarpranowo faizalassegaf ayang_utriza,0
332,negative,Tretan Muslim calon Imam Besar FPI 🔥 RT @ArnoldPoernomo: Studi banding Masjid terbaru dan terbesar di Solo bersama kawan kawan,tretan muslim calon imam fpi rt arnoldpoernomo studi banding masjid terbaru terbesar solo kawan kawan,0
333,positive,scrr ele.fpi atras 🗣🗣 RT @beatrizktn: negative5.,scrr ele fpi atras rt beatrizktn negative5,1
334,negative,"Ya ampon.. FPI lagi... tidak ada hentinya membuat gaduh, tidak usa Sweeping, urus diri Sendiri, sudah sempurnahkan Islam kita, kalau belum sempurnakanlah dulu, kalau sudah baik, anda tidak akan mengganggu orang lain, apapun yg mereka kerjakan, itu hak mereka. RT @Pencerah___: Polisi tidak perlu mentolerir terhadap aksi-aksi kelompok intoleran. Harus tegas dan memiliki wibawa. Ini malah jadi mainan kayak topeng, monyet. Nih contohin 👇",ya ampon fpi hentinya gaduh usa sweeping urus sempurnahkan islam sempurnakanlah mengganggu orang apapun yang kerjakan hak rt pencerah___ polisi mentolerir aksi aksi kelompok intoleran memiliki wibawa mainan mirip topeng monyet nih contohin,0
335,negative,"Yg Waras menghindarlah -sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo & sakit jiwa mrk munafikun yg kerjanya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya cuma utk mrusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",yang waras menghindarlah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka munafikun yang kerjanya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk mrusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
336,negative,"Drun Islam KTP. sikadrun itu teroris wahabi-hti-fpi bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",drun islam ktp sikadrun teroris wahabi hati fpi bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
337,negative,"ya namanya jg manusia. jd gw ga anti2 amat sama akun yg dl jelekin tokoh skrg muji2, atau sebaliknya. gw ga maen blok ga maen unfol kl cm mslh kek gitu. awal maen tuiter jg gw benci bgt sama FPI. sama kek skrg gw jg lagi benci banget ma NU pdhl dr muda gw aktif di kegiatan ansor",ya namanya juga manusia jadi saya tidak anti2 akun yang dulu jelekin tokoh sekarang muji2 saya tidak main blok tidak main unfol kalau cuma masalah kek begitu main tuiter juga saya benci sangat fpi kek sekarang saya juga benci sekali ma nu padahal dari muda saya aktif kegiatan ansor,0
338,negative,"Dana kampanye untuk mendukung bakal capres Anies dari Amerika Serikat nampaknya sudah cair hal tersebut terlihat dari pergerakan FPI yang mulai beraksi TikTok CEO Meredith Israel jumat curhat Syria Dkriuk Grey's Anatomy Mocca Anis Matta negative,2 M Freudian Sri Asih #HanteoCorrupt",dana kampanye mendukung capres anies amerika serikat nampaknya cair pergerakan fpi beraksi tiktok ceo meredith israel jumat curhat syria dkriuk grey s anatomy mocca anis matta negative 2 m freudian sri asih hanteocorrupt,0
339,negative,"Anis itu hanyalah boneka dr kelompok radikal yg ingin merubah dasar negara mereka adalah HTI,FPI,PKI yg tergabung dlm kadrun.",anis boneka dari kelompok radikal yang merubah dasar negara hati fpi pki yang tergabung dalam kadrun,0
340,negative,"Ya yang ISIS yang ISIS Yang RADIKAL Yang RADIKUL Silahkan ibu bapak HTI dan FPI nya Dipilih dipilih Belum laku neh seharian dagangan saya dibeli dong dibeli Duit nya buat Lebaran 🙄👍 RT @islah_bahrawi: Sy bertatap muka & berdiskusi lngsung dgn saudara2 kt di byk wilayah. Menjangkau mrk yg rentan terpapar ideologi trans-nasional &amp; yg selama ini jd korban pembodohan Politisasi Agama. Dr kota hgga pelosok desa, termsk mrk yg jauh dr media sosial. رمضان كريم Tak ada gigi mundur!",ya isis isis radikal radikul silahkan hati fpi nya dipilih dipilih laku neh seharian dagangan dibeli dibeli duit nya lebaran rt islah_bahrawi saya bertatap muka berdiskusi langsung dengan saudara2 kita banyak wilayah menjangkau mereka yang rentan terpapar ideologi trans nasional amp yang jadi korban pembodohan politisasi agama dari kota hgga pelosok desa termsk mereka yang dari media sosial رمضان كريم gigi mundur,0
341,negative,"fpi dan hti tdk mau lg dimanfaatkan arb, mk si tata kata ngeles lg spt penjual tk obat, woii arb nggak laku tata kata untuk toto negoro RT @Uki23: Terkait kunjungan Anies ke Masjid Al-Akbar, Surabaya yg diduga sbg aktivitas politik di rumah peribadatan. Uki: Peristiwanya begitu terorganisir, saya pikir itu adalah mobilisasi massa. Taslim: Itu sholat Jumat biasa. Massa datang sendiri, tak bisa dicegah. Menurit kamu?",fpi hati tidak lagi dimanfaatkan arb maka si tata ngeles lagi seperti penjual tk obat woii arb tidak laku tata toto negoro rt uki23 terkait kunjungan anies masjid al akbar surabaya yang diduga sebagai aktivitas politik rumah peribadatan uki peristiwanya terorganisir pikir mobilisasi massa taslim sholat jumat massa dicegah menurit,0
342,negative,"Dana kampanye untuk mendukung bakal capres Anies dari Amerika Serikat nampaknya sudah cair hal tersebut terlihat dari pergerakan FPI yang mulai beraksi CONGRATULATIONS RM negative,2 M MOST HANDSOME CHEF V Hanasui Venus Ritz-Carlton Dkriuk Pagiii Pempek Anis Matta Sri Asih #BOBBY #JISOO",dana kampanye mendukung capres anies amerika serikat nampaknya cair pergerakan fpi beraksi congratulations rm negative 2 m most handsome chef v hanasui venus ritz carlton dkriuk pagiii pempek anis matta sri asih bobby jisoo,0
343,negative,"Oh ditekan to . Hadeh . Piye Iki mas Budiman sisa sisa ormas FPI masih aja ada ,😁 RT @budimandjatmiko: Jadi bagaimana, bu Kapolres? Pemilik patung di bawah tekanan atau perlindungan ormas yg mendatanginya? Jika ditekan ormas, fungsi polisi ikut menekan atau melindungi pemilik patung? Jika ormasnya melindungi hak, hidup ormas misterius!",oh ditekan to aduh piye iki mas budiman sisa sisa ormas fpi saja rt budimandjatmiko bu kapolres pemilik patung tekanan perlindungan ormas yang mendatanginya ditekan ormas fungsi polisi menekan melindungi pemilik patung ormasnya melindungi hak hidup ormas misterius,0
344,negative,"Gara2 HTI, FPI dan gerakan radikal lain yg pengen buat negara khilafah.... RT @BernieSpofforth: FRANCE - The town hall of Bordeaux is burning. All of France is burning. Your media is virtually silent. Rage is as contagious as a virus. They don’t want you to know. And now you do 🔥",gara2 hati fpi gerakan radikal yang pengen negara khilafah rt berniespofforth france the town hall of bordeaux is burning all of france is burning your media is virtually silent rage is as contagious as a virus they don t want you to know and now you do,0
345,negative,"Parah emang orang FPI, katanya tabayun kok mau main tangan RT @HadiWibisononegativepositive: ATAS NAMA AGAMA MEREKA BERANI MENYERANG GUS FUAD.... ATAS NAMA ISLAM MEREKA TELAH MEMPERSEKUSI SEORANG ULAMA.... APAKAH MEREKA BERAGAMA...????",parah memang orang fpi tabayun main tangan rt hadiwibisononegativepositive nama agama berani menyerang gus fuad nama islam mempersekusi ulama beragama,0
346,negative,boikot fpi,boikot fpi,0
347,negative,"GUS FUAD DI PERSEKUSI, INI SIH PARAH !! PAK KAPOLRI TLG SIKAPI, KAMI SUDAH MUAK SAMA GENG FPI",gus fuad persekusi sih parah kapolri tolong sikapi muak geng fpi,0
348,negative,"Menolak lupa sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",menolak lupa sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
349,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
350,negative,"WASPADALAH""! sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
351,negative,"Kna luh anis.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",kena luh anis sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
352,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
353,negative,"Nyata suAnis munafikun sejati.sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",nyata suanis munafikun sejati sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
354,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
355,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
356,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
357,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
358,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
359,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
360,negative,"WASPADALAH"" sikadrun itu teroris wahabi-hti-fpi dg bertopeng agama yg dongo"" & sakit jiwa mrk kaum munafikun yg kerjaannya dibayar utk bikin gaduh nkri dg berita"" hoaxsnya hanya utk merusak kerja Jokowi &amp; Nkri. Buat gw dg tdk mendukung sianis berarti gw sdh menyelamatkan nkri.",waspadalah sikadrun teroris wahabi hati fpi dengan bertopeng agama yang dongo sakit jiwa mereka kaum munafikun yang kerjaannya dibayar untuk bikin gaduh nkri dengan berita hoaxsnya untuk merusak kerja jokowi amp nkri saya dengan tidak mendukung sianis saya sudah menyelamatkan nkri,0
