,Label,clean_text,String,encoded_label
398,Bullying,pantes mulainya si ajg berulah,"""Pantes disini mulainya si ajg berulah""",0.0
399,Bullying,open bo tidak bang si listy om om yang cari cewek yang sudah pengalaman,"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",0.0
400,Bullying,buah nangka buah kemanggi tidak akhlak kamu babi,"""Buah nangka buah kemanggi gak ada akhlak lu babi""",0.0
401,Bullying,perlahan karirmu hancur bro kamu kebawan,"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""",0.0
402,Bullying,biarkan sk69official bangkrut saja ceo nya gatau terima kasih haha,"""Biarkan @sk69official bangkrut aja. CEO nya gatau trimakasih haha""",0.0
403,Bullying,ngapain nginap rumah cowok tidak ada keluarga lagi kamu,"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""",0.0
404,Bullying,eh pelakor pas sekali frame orang 3,"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""",0.0
405,Bullying,anak gblk dikasi berlian pilih kerikil,"""Anak gblk dikasi berlian malah milih kerikil""",0.0
406,Bullying,dikasih bidadari pilih dajjal awokawok v,"""Dikasih bidadari malah milih dajjal awokawok:v""",0.0
407,Non-bullying,hanya ngehina sadar tidak sempurna kaya,"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",1.0
408,Bullying,kesihan saya orang otak dangkal kek gini,"""Kesihan gue sama org otak dangkal kek gini""",0.0
409,Bullying,murahh sekali kamu jijik saya dikick evos malah open bo,"""Murahh banget lo jijik gue ?. Dikick EVOS mlah open BO""",0.0
410,Bullying,senengnya menyesal nya seumur hidup miris sekali hidup kamu tolol meninggalkan berlian indah dipandang sayang segumpal tai kucing,"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",0.0
411,Bullying,indahnya pemandangan lont lont jual,"""Indahnya pemandangan banyak LonT lonT mau di jual""",0.0
412,Bullying,bidadari ditunjukan memang tidak pantes sma dajjal tidak tahu,"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",0.0
413,Non-bullying,tolong kasih tahu nya apaa gais,"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",1.0
414,Bullying,dikasih hati yang malaikat pilih yang berhati iblis greget,"""dikasih hati yg malaikat milih yg berhati iblis greget:(""",0.0
415,Bullying,kasih bidadari pilih kotoran,"""Di kasih bidadari malah pilih kotoran""",0.0
416,Bullying,dikasih bidadari lonte,"""Dikasih bidadari malah minta lonte""",0.0
417,Bullying,tidak jadi beli model murahan barang murahan,"""Gajadi beli Model murahan barang pasti murahan""",0.0
418,Bullying,modelny saja murahan barangnya,"""Modelny aja murahan apalagi barangnya""",0.0
419,Bullying,muka macem pengamen gegayaan selingkuh untung sudah tidak sama jane lagi kebanting sama jane muka kamu,"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",0.0
420,Bullying,males beli saya gara gara lonte,"""Males beli gua,gara gara ada lonte""",0.0
421,Bullying,bulug gini ya mukanya ehh maaf,"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",0.0
422,Non-bullying,cantikan jessica ke mana,"""Padahal cantikan jessica kemana mana""",1.0
423,Bullying,dikasih bidadari pilih sampah,"""Dikasih bidadari malah milih sampah""",0.0
424,Bullying,yaelah muka pas an saja bangga kamu njing,"""yaelah muka pas""an aja bangga lu njing""",0.0
425,Bullying,pilih iblis bidadari haha,"""Wah ibarat lebih milih iblis daripada bidadari haha""",0.0
426,Bullying,rangga_kanahaya kenapa tidak truck sampah kek mukanya sampah,"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",0.0
427,Bullying,tidak jadi beli takut ketularan lonte nya,"""Gajadi beli, takut ketularan lonte nya""",0.0
428,Non-bullying,hujatan klean kasihan si listy kontrak nya di copot hujat dunia sangat kejam,"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",1.0
429,Bullying,beli baju lonte nanti kena sial,"""Jangan beli baju lonte entar kena sial""",0.0
430,Bullying,dasar cewek kamu lonte tahu kamu,"""Dasar cewe lo itu LONTE tau kau!""",0.0
431,Non-bullying,sudah gapaham tolong,"""Disini pada kenapa dah? Aku gapaham tolong""",1.0
432,Bullying,ditengah manusia monyet kulitnya bercorak batik,"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""",0.0
433,Bullying,muka kamu anjing gwe ganteng anjing gwe rik,"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",0.0
434,Bullying,pens lonte jangan takut listi miskin karena dipecat karena bisa kaya lagi dengan ya nglonte,"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""",0.0
435,Bullying,etdah tinggalkan lonte situ waras mas wkwk,"""Etdah ninggalin yang baik demi lonte, situ waras mas wkwk""",0.0
436,Bullying,saya cewek murahan postingan,"""Gw melihat cewek murahan di postingan ini""",0.0
437,Bullying,sebelah kanan batik orang sudah warna nya kek taek babi si,"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",0.0
438,Bullying,ih ko muka jelek sekali siii seram kek setan,"""Ih ko muka jelek banget siii serem kek setan""",0.0
439,Bullying,foto ketiga jablay murahan,"""Itu yang foto ketiga jablay murahan bukan?""",0.0
440,Bullying,jelek saja tukang selingkuh kamu buriq,"""Jelek aja tukang selingkuh lo buriq !!!!""",0.0
441,Non-bullying,memang suci nghina segitu nya,"""Emang kalian se suci apa sampai nghina dia segitu nya""",1.0
442,Non-bullying,mending follow unfollow sudah tidak usah ribet,"""Mending yang follow pada unfollow Udeh gausah ribet""",1.0
443,Bullying,dekil tatoan mampus karir kamu hancurr pantek,"""Dekil tatoan, mampus karir Lo hancurr pantek""",0.0
444,Bullying,sudah berlian pilih batu nisan,"""Udah ada berlian malah milih batu nisan""",0.0
445,Bullying,alasan setan ama setan karena kalau setan bidadari sayapnya rontok diceker digigit dijambak2,"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""",0.0
446,Bullying,erick tidak akhlak jelek listy jelek,"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",0.0
447,Bullying,setan ma setan mahh memang cocokk udee,"""Setan ma setan mahh emg cocokk udee""",0.0
448,Bullying,lonte kurus pucet kek mayat hidup,"""Lonte kurus pucet kek mayat hidup""",0.0
449,Bullying,muka tutup panci wkwkekek jelek nya sampai ubun ubun,"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",0.0
450,Non-bullying,xrickolim smngat terus bro tiada manusia yang sempurna kamu bangkit n gbu keepstrong,"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""",1.0
451,Bullying,bodoh anak orang sudah tidak perawan noh gara kamu wkwkw,"""bego anak orang udah ga perawan noh gara"" lu wkwkw""",0.0
452,Bullying,frustasi habis uangnya kasihannn,"""Frustasi..Sudah habis uangnya..Kasihannn""",0.0
453,Non-bullying,bro kamu yang ngehujat erick tetapi masalah sok keras,"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",1.0
454,Non-bullying,semangat rick usaha barunya,"""Semangat Rick untuk usaha barunya""",1.0
455,Bullying,hadehh muka kaya tong sampah,"""Hadehh muka kaya tong sampah .""",0.0
456,Non-bullying,sekali omongan kasar tobat kawan kawan comment kasar nya,"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",1.0
457,Bullying,ni orang jelek tidak obat jj liat ya,"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""",0.0
458,Non-bullying,semangat bang orang ngejudge kamu peduliin,"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",1.0
459,Non-bullying,tuhan yesus semangat rick,"""Tuhan yesus baik semangat rick""",1.0
460,Non-bullying,balas komen hate bang bikin sakit jempol mending berkarya,"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",1.0
461,Bullying,eh kamu nyadar tidak sudah dekil tatoan nya kaya daki haha,"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",0.0
462,Bullying,jelek dapat selingkuhan jelek keren yaa imbang wkkw,"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",0.0
463,Non-bullying,ngehina fisik ni orang tidak benar ya wkwkwkwk,"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""",1.0
464,Bullying,bunuh sono goblox,"""BUNUH DIRI LAH SONO GOBLOX""",0.0
465,Non-bullying,sabar komentar ujian,"""Sabar semua komentar ini ujian""",1.0
466,Non-bullying,santai rick yang ngehujat kamu belum tahu perjalanan hidup kamu saja sok suci,"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",1.0
467,Non-bullying,sabar yah tetap semangat ngejar karirnya dengerin orang ngebacot komen saja,"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""",1.0
468,Bullying,erick masuk neraka jalur selingkuh bos,"""Erick masuk neraka jalur selingkuh bos""",0.0
469,Non-bullying,terus berkarya brd titik seperti,"""Trs berkarya walaupun brd di titik sprti ini""",1.0
470,Non-bullying,stop ngatain orang kamu yang ngatain orang ngaca dulu ngatain mirip suci saja hidup kamu,"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",1.0
471,Non-bullying,ngatain sepertinya idupnya gapernag bikin kesalahan,"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",1.0
472,Bullying,gila kamu karena tidak laku youtube,"""Jadi gila kau rupanya karna gak laku lagi di YouTube""",0.0
473,Bullying,kasihan yah sudah stress,"""Kasian yah sdh stress banyak masalah""",0.0
474,Bullying,jatohnya kek ajg sih rikkk,"""Kok jatohnya malah kek ajg sih rikkk""",0.0
475,Bullying,karir turun autis kasihan hahah,"""Karir turun jadi autis kasian hahah""",0.0
476,Non-bullying,erick kek gini saya kangenin keep itu up bruuh,"""erick yang kek gini yang gua kangenin, keep it up bruuh""",1.0
477,Bullying,sudah autis iya bagi awokawkk,"""Udah mau autis iya bg awokawkk""",0.0
478,Bullying,kasihan muda sudah stresss,"""Kasian masih muda udah stresss""",0.0
479,Non-bullying,komen yang support ketutup yang hate bgst memang ig,"""Banyak komen yg support malah ketutup yg hate bgst emang IG""",1.0
480,Non-bullying,maudy cantik na natural bnr2 cantik sangat cantik dalam,"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",1.0
481,Non-bullying,bikin konten youtube student life at standford maudyayunda s1 at oxford fansmu tunggu nih,"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""",1.0
482,Non-bullying,aura orang pintar memang shining ya bun hy_dindut,"""Aura org pinter emg shining ya bun @hy_dindut""",1.0
483,Non-bullying,paket lengkap deh sudah cantik pintar,"""Paket lengkap deh.. udh cantik pintar lagi""",1.0
484,Non-bullying,sukaa sangat sama artis tidak neko2 natural bngett,"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",1.0
485,Non-bullying,cantik pintar bertalenta orangtua yang tidak ingin anak seperti mba maudy,"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",1.0
486,Bullying,idih mak lampir dibanding uya ma kamu kamu butiran debu kamu dikenal bacot rajin2 ngaca deh,"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""",0.0
487,Bullying,anjirlah muka kamu kek kuntilanak sok cantik,"""Anjirlah muka lo kek kuntilanak malah sok cantik""",0.0
488,Bullying,mbak cadel yang bangga cadelnya sih kasihan karena cadel jijik tidak bisu saja,"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",0.0
489,Non-bullying,sudah pintar cantik tidak kebanyakan tingkah perfect,"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",1.0
490,Non-bullying,hati hati mody jaga jaga serangan brutal rasisme wajahmu sekilas onnie2 korea waspada,"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",1.0
491,Non-bullying,bikin konten youtube daily activity stanford kak maudyayunda,"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",1.0
492,Non-bullying,motivasi aku ka maudy cantipp sangat,"""Motivasi ku ka Maudy cantipp bngt""",1.0
493,Non-bullying,semoga kecerdasan mbak maudy bermanfaat agama nusa bangsa aamiin,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",1.0
494,Non-bullying,damage nya cewek pintar tidak ada lawann,"""Damage nya cewek pinter gada lawann""",1.0
495,Bullying,cantikan berisi kurus sangat kurus auranya,"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",0.0
496,Bullying,cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya,"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",0.0
497,Non-bullying,good vibes lapar,"""masih good vibes walaupun sedang lapar""",1.0
498,Non-bullying,kakak cantik sangat bismillah cerdasnya nular,"""kakak cantik bgt bismillah cerdasnya nular""",1.0
499,Bullying,bodoh kamu alam semesta seisinya serentak murka mendengarkan lagumu,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",0.0
500,Non-bullying,dua2 nya cantik sekali masya allah,"""Dua2 nya cantik banget masya Allah""",1.0
501,Non-bullying,ka nisa ariana grande,"""ka nisa mirip ariana grande masa""",1.0
502,Non-bullying,adiknya kak maudy cantik pintar aura positifnya ramah lemah lembut rajin sholeha,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",1.0
503,Non-bullying,sekilas yang abu ariana grande haha,"""Sekilas yg abu mirip ariana grande haha""",1.0
504,Non-bullying,nya ariana grande,"""Yang satu nya mirip Ariana grande""",1.0
505,Non-bullying,kakak adik cantik ya suka duanya,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",1.0
506,Non-bullying,rambutnya kak modd bagussss hitam berkilauu,"""Rambutnya kak modd bagussss? Item berkilauu""",1.0
507,Non-bullying,cantik congrats kak msuk nominsi tc candler,"""Cantik semua congrats kak msuk nominsi tc candler""",1.0
508,Non-bullying,maudy enak bet sudah cantik iya pintar iya,"""Maudy enak bet dah cantik iya pinter iya""",1.0
509,Non-bullying,kukira dedeknya berdiri mukul bang jer pakai ukulele salah salah,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",1.0
510,Non-bullying,bang jerome kalau nyanyiny kek gini bagus suaranya ganyangkaaa,"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",1.0
511,Non-bullying,sutan lucu menggemaskan,"""Sutan kamu sangat lucu dan menggemaskan""",1.0
512,Non-bullying,bang vidio bareng sutan kayaknya senang ama bang jerom,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",1.0
513,Non-bullying,kalau jeromepoline video berdua saja seharian anak hahah lucu gimana riwehnya,"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",1.0
514,Bullying,muka kamu cabul sekali sih bagi hahah,"""Muka lu kok cabul banget sih bg hahah""",0.0
515,Bullying,raut mukanya saja sudah orang kalah judi makan enak,"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",0.0
516,Non-bullying,kak jerome mirip boneka tahu hahah,"""Kak jerome kayak boneka tau hahah""",1.0
517,Non-bullying,mukbang makanan sehat kak salad jepang gituuu,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",1.0
518,Non-bullying,yakinin niatnya bagi semoga sukses,"""Yakinin dulu niatnya bg? Semoga sukses""",1.0
519,Non-bullying,bang nonton kerja jepang bermanfaat sangat kontennya jadi gampang kalau cari jepang,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",1.0
520,Non-bullying,hanya rumus diet yang tidak dipecahka ya bang,"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",1.0
521,Non-bullying,perut maju tetapi semangat maju,"""Perut makin maju tpi semangat jangan tak maju""",1.0
522,Non-bullying,pantas kak jessica bilang bang jerom beruang wkwkwk,"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",1.0
523,Non-bullying,aduhh susah kalau urusan sma jerome rumus matematika bahasannya daya diriku yang suka bahas inggris daripada matematika,"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",1.0
524,Non-bullying,kaya tulus ya mukanya kalau diliat2,"""Kaya tulus ya mukanya klo diliat2""",1.0
525,Non-bullying,kak jerome trik biar paham cepat rumus matematika dung,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",1.0
526,Non-bullying,x baca caption mikir pakai kalkulator cuyyy hahaha,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",1.0
527,Non-bullying,sumpah si kak kemeja jeans bikin kelihatan seger sangat mantap mantap,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",1.0
528,Non-bullying,ama aktor korea yang main film reply 1988 yang kaka nya jung hwan wkwk,"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",1.0
529,Non-bullying,iya bang jer berbeda kalau pakai style mirip gini fresh anak gaul,"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",1.0
530,Non-bullying,kalau style gini pas begitu bang sma umur kamu yang masih muda kelihatan lebih fresh saja sesuai sma umur,"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",1.0
531,Non-bullying,dewasa imutt aih cipaaaaaa,"""Kok makin dewasa makin imutt aih cipaaaaaa""",1.0
532,Non-bullying,maniss bangettt pengen sudah senyuman manis mirip ka syifaaa,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",1.0
533,Non-bullying,nih orang manis sangat sihh tidak ngerti,"""Nih orang manis bnget sihh ga ngerti lagi""",1.0
534,Non-bullying,kakak pintar nyanyi ya syifahadjureal suaranya bagus kak,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",1.0
535,Non-bullying,tidak salah kalau kak syifa cantik mamahnya saja cantik bgtt jujurr,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",1.0
536,Non-bullying,lelaki yang kamu lelaki yang beruntung,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",1.0
537,Non-bullying,sangat ayahmu kalau adikmu sangat mamamu,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",1.0
538,Non-bullying,kakak sudah cantik sii cantikan kalau pakai hijab,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",1.0
539,Non-bullying,gemeshh kaya pengen cubit,"""Gemeshh rasanya kaya aku pengen cubit""",1.0
540,Non-bullying,angelkmgi cute sih ganteng parah masih juga,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",1.0
541,Bullying,pengen saya pacul mulut kamu woii anjeng busuk,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",0.0
542,Non-bullying,bilang orang-orang artis cewek yang menurutku cantik syifa ziu,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",1.0
543,Non-bullying,ka cipa itu sudah cantik manis sangat manisnya itu nglebihin gula,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",1.0
544,Non-bullying,sekilas cantikkan syifa,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",1.0
545,Non-bullying,setuju tidak sih si tetap cntik sangat tidak pakai pakai up tidak pakai pakai up pucet sangat seperti tidak makan setahunn,"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",1.0
546,Non-bullying,dahlahh memang cantik kamu cippp,"""dahlahh emang cantik luar dalam kmu ini cippp""",1.0
547,Non-bullying,muka cantik pakai up hini bahagia sangat kali ya yang suaminya liat bidadari harinya,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",1.0
548,Non-bullying,suka bgtt sama kak cipaa orangnya humble sama orang temannya,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",1.0
549,Non-bullying,artis remaja indonesia yang manis sangat kalau senyum deh perasaan yang nempel hati,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",1.0
550,Non-bullying,doakan perempuan yang bernama nagita sehat bahagia lahir batin sayang sama,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",1.0
551,Non-bullying,rafathar nya mantull ni pulang tidak jadi menginap karena tidak teman mamany di rumah papany pulangg jadi jagain temani mama ya aa,"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu  ya aa""",1.0
552,Non-bullying,kultur kerja kaya gini saya bagus si tidak kapitalis sekali petingginya kerja ngevlog endors semoga gaji tidak senjang si haha,"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",1.0
553,Non-bullying,senang kerja rans mbak gigi tidak ngebossy,"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",1.0
554,Non-bullying,senang yaa lihat orang sukses meeting ya allah pengen sukses mirip begitu biar status instastory,"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",1.0
555,Non-bullying,semoga kelg crew sehat rejeki terus lancar ya kak gigi,"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",1.0
556,Non-bullying,fokus nagita pas minum sempet baca doa keren sangat hasil didikan orang tua nya,"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",1.0
557,Bullying,kasihan ya nagita suami kerjaannya berzinah,"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",0.0
558,Non-bullying,koreaable sekali face rafathar cakap ganteng manis sekali,"""Koreaable banget face rafathar cakep ganteng manis banget""",1.0
559,Non-bullying,masyaallah rafathar ganteng sangat tidak kuat ngeliat alisny,"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",1.0
560,Non-bullying,siwon ya lama2 perasaan saya saja,"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",1.0
561,Non-bullying,lucunya berasa mirip kaka adik,"""Lucunya berasa kayak kaka dan adek""",1.0
562,Non-bullying,wajah nagita kya umur 20an,"""Itu wajah nagita kya masih umur 20an""",1.0
563,Non-bullying,foto nomor edit edit ya saayy kamera nyaa bening model fotonya bening tidak pakai filter tipu tipu,"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",1.0
564,Non-bullying,look nya rafathar memang tidak dipungkiri diborong gen mama gigi haha,"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",1.0
565,Non-bullying,nagita kaya anak muda coba cantikk bangeett,"""Nagita masa kaya anak muda coba cantikk bangeett""",1.0
566,Non-bullying,masyaallah mamany cantik anaknya ganteng perfect,"""Masyaallah mamany cantik anakny ganteng, perfect""",1.0
567,Non-bullying,kaya adik kakak kak gigi kelihatan muda sekali,"""Kaya adek kakak.. kak gigi keliatan muda banget""",1.0
568,Non-bullying,gede saja rafathar ya pintar ya rafathar,"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",1.0
569,Non-bullying,mama gigi rambutnya pirang cantik muda,"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",1.0
570,Non-bullying,ootd mama gigi simple elegan nya masyaallah,"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",1.0
571,Non-bullying,masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",1.0
572,Non-bullying,mama gigi ketemu gajah gajahnya senang tertawa begitu ahhaha,"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",1.0
573,Non-bullying,ya allah tidak tahu kenapa aku suka lihat nagita pakai dress modelnya cakap cakap,"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",1.0
574,Non-bullying,i see beauty in everything mba gigi sehat dede bayi nya,"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",1.0
575,Non-bullying,mama gigi cantik sekali look younger than her age love mama gigi,"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",1.0
576,Non-bullying,semoga adeknya rafathar anak tangguh kuat cerdas,"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",1.0
577,Non-bullying,pakaian apapun yang dipakai mama gigi keceee,"""Pakaian apapun yg dipake mama gigi selalu keceee""",1.0
578,Non-bullying,terima kasih kak nagita raffinagita1717 support molly si gajah satwa satwa bali zoo kunjungannya keluarga,"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",1.0
579,Non-bullying,kaya nya gajahnya merasakan aura positif nya mb gigi sumringah juga gajahnya loo,"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",1.0
580,Non-bullying,manis sekali mbak gigi masya allah hamil bersinar,"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",1.0
581,Non-bullying,mama gigi tidak pernah tidak cantik sih kalau,"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",1.0
582,Non-bullying,semoga sehat bayi kandungan nya ibunya ya,"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",1.0
583,Non-bullying,cantik sekali semoga sehat kakak panutan,"""Cantik banget semoga sehat selalu kakak panutan""",1.0
584,Non-bullying,masyaallah mempesona kaum adam kaum hawa,"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",1.0
585,Non-bullying,tidak orang bangun tidur siang secantik ka yaya,"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",1.0
586,Non-bullying,tua muda yehh mukanya cantik bngett mau nangiss ampun cantik ka yaya,"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",1.0
587,Non-bullying,gapaham cakeup nya natural masyaallah,"""Gapaham lagi cakeup nya natural Masyaallah""",1.0
588,Non-bullying,raisa mah tipe cantik sopan santun pakaiannya,"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",1.0
589,Non-bullying,ka yayaaa why are you always stunning pretty girl,"""ka yayaaa, why are you always stunning pretty girl.""",1.0
590,Non-bullying,ya allah ni orang peri cantik amatt,"""Ya Allah ni orang apa peri, cantik amatt""",1.0
591,Non-bullying,cantik sekali heran samping kanan kiri dan lain lain tetap saja cantik,"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",1.0
