,Label,String,clean_text,encoded_label
493,Non-bullying,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",semoga kecerdasan mbak maudy bermanfaat agama nusa bangsa aamiin,1
494,Non-bullying,"""Damage nya cewek pinter gada lawann""",damage nya cewek pintar tidak ada lawann,1
495,Bullying,"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",cantikan berisi kurus sangat kurus auranya,0
496,Bullying,"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya,0
497,Non-bullying,"""masih good vibes walaupun sedang lapar""",good vibes lapar,1
498,Non-bullying,"""kakak cantik bgt bismillah cerdasnya nular""",kakak cantik sangat bismillah cerdasnya nular,1
499,Bullying,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",bodoh kamu alam semesta seisinya serentak murka mendengarkan lagumu,0
500,Non-bullying,"""Dua2 nya cantik banget masya Allah""",dua2 nya cantik sekali masya allah,1
501,Non-bullying,"""ka nisa mirip ariana grande masa""",ka nisa ariana grande,1
502,Non-bullying,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",adiknya kak maudy cantik pintar aura positifnya ramah lemah lembut rajin sholeha,1
503,Non-bullying,"""Sekilas yg abu mirip ariana grande haha""",sekilas yang abu ariana grande haha,1
504,Non-bullying,"""Yang satu nya mirip Ariana grande""",nya ariana grande,1
505,Non-bullying,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",kakak adik cantik ya suka duanya,1
506,Non-bullying,"""Rambutnya kak modd bagussss? Item berkilauu""",rambutnya kak modd bagussss hitam berkilauu,1
507,Non-bullying,"""Cantik semua congrats kak msuk nominsi tc candler""",cantik congrats kak msuk nominsi tc candler,1
508,Non-bullying,"""Maudy enak bet dah cantik iya pinter iya""",maudy enak bet sudah cantik iya pintar iya,1
509,Non-bullying,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",kukira dedeknya berdiri mukul bang jer pakai ukulele salah salah,1
510,Non-bullying,"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",bang jerome kalau nyanyiny kek gini bagus suaranya ganyangkaaa,1
511,Non-bullying,"""Sutan kamu sangat lucu dan menggemaskan""",sutan lucu menggemaskan,1
512,Non-bullying,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",bang vidio bareng sutan kayaknya senang ama bang jerom,1
513,Non-bullying,"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",kalau jeromepoline video berdua saja seharian anak hahah lucu gimana riwehnya,1
514,Bullying,"""Muka lu kok cabul banget sih bg hahah""",muka kamu cabul sekali sih bagi hahah,0
515,Bullying,"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",raut mukanya saja sudah orang kalah judi makan enak,0
516,Non-bullying,"""Kak jerome kayak boneka tau hahah""",kak jerome mirip boneka tahu hahah,1
517,Non-bullying,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",mukbang makanan sehat kak salad jepang gituuu,1
518,Non-bullying,"""Yakinin dulu niatnya bg? Semoga sukses""",yakinin niatnya bagi semoga sukses,1
519,Non-bullying,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",bang nonton kerja jepang bermanfaat sangat kontennya jadi gampang kalau cari jepang,1
520,Non-bullying,"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",hanya rumus diet yang tidak dipecahka ya bang,1
521,Non-bullying,"""Perut makin maju tpi semangat jangan tak maju""",perut maju tetapi semangat maju,1
522,Non-bullying,"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",pantas kak jessica bilang bang jerom beruang wkwkwk,1
523,Non-bullying,"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",aduhh susah kalau urusan sma jerome rumus matematika bahasannya daya diriku yang suka bahas inggris daripada matematika,1
524,Non-bullying,"""Kaya tulus ya mukanya klo diliat2""",kaya tulus ya mukanya kalau diliat2,1
525,Non-bullying,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",kak jerome trik biar paham cepat rumus matematika dung,1
526,Non-bullying,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",x baca caption mikir pakai kalkulator cuyyy hahaha,1
527,Non-bullying,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",sumpah si kak kemeja jeans bikin kelihatan seger sangat mantap mantap,1
528,Non-bullying,"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",ama aktor korea yang main film reply 1988 yang kaka nya jung hwan wkwk,1
529,Non-bullying,"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",iya bang jer berbeda kalau pakai style mirip gini fresh anak gaul,1
530,Non-bullying,"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",kalau style gini pas begitu bang sma umur kamu yang masih muda kelihatan lebih fresh saja sesuai sma umur,1
531,Non-bullying,"""Kok makin dewasa makin imutt aih cipaaaaaa""",dewasa imutt aih cipaaaaaa,1
532,Non-bullying,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",maniss bangettt pengen sudah senyuman manis mirip ka syifaaa,1
533,Non-bullying,"""Nih orang manis bnget sihh ga ngerti lagi""",nih orang manis sangat sihh tidak ngerti,1
534,Non-bullying,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",kakak pintar nyanyi ya syifahadjureal suaranya bagus kak,1
535,Non-bullying,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",tidak salah kalau kak syifa cantik mamahnya saja cantik bgtt jujurr,1
536,Non-bullying,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",lelaki yang kamu lelaki yang beruntung,1
537,Non-bullying,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",sangat ayahmu kalau adikmu sangat mamamu,1
538,Non-bullying,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",kakak sudah cantik sii cantikan kalau pakai hijab,1
539,Non-bullying,"""Gemeshh rasanya kaya aku pengen cubit""",gemeshh kaya pengen cubit,1
540,Non-bullying,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",angelkmgi cute sih ganteng parah masih juga,1
541,Bullying,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",pengen saya pacul mulut kamu woii anjeng busuk,0
542,Non-bullying,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",bilang orang-orang artis cewek yang menurutku cantik syifa ziu,1
543,Non-bullying,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",ka cipa itu sudah cantik manis sangat manisnya itu nglebihin gula,1
544,Non-bullying,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",sekilas cantikkan syifa,1
545,Non-bullying,"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",setuju tidak sih si tetap cntik sangat tidak pakai pakai up tidak pakai pakai up pucet sangat seperti tidak makan setahunn,1
546,Non-bullying,"""dahlahh emang cantik luar dalam kmu ini cippp""",dahlahh memang cantik kamu cippp,1
547,Non-bullying,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",muka cantik pakai up hini bahagia sangat kali ya yang suaminya liat bidadari harinya,1
548,Non-bullying,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",suka bgtt sama kak cipaa orangnya humble sama orang temannya,1
549,Non-bullying,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",artis remaja indonesia yang manis sangat kalau senyum deh perasaan yang nempel hati,1
550,Non-bullying,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",doakan perempuan yang bernama nagita sehat bahagia lahir batin sayang sama,1
551,Non-bullying,"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu  ya aa""",rafathar nya mantull ni pulang tidak jadi menginap karena tidak teman mamany di rumah papany pulangg jadi jagain temani mama ya aa,1
552,Non-bullying,"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",kultur kerja kaya gini saya bagus si tidak kapitalis sekali petingginya kerja ngevlog endors semoga gaji tidak senjang si haha,1
553,Non-bullying,"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",senang kerja rans mbak gigi tidak ngebossy,1
554,Non-bullying,"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",senang yaa lihat orang sukses meeting ya allah pengen sukses mirip begitu biar status instastory,1
555,Non-bullying,"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",semoga kelg crew sehat rejeki terus lancar ya kak gigi,1
556,Non-bullying,"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",fokus nagita pas minum sempet baca doa keren sangat hasil didikan orang tua nya,1
557,Bullying,"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",kasihan ya nagita suami kerjaannya berzinah,0
558,Non-bullying,"""Koreaable banget face rafathar cakep ganteng manis banget""",koreaable sekali face rafathar cakap ganteng manis sekali,1
559,Non-bullying,"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",masyaallah rafathar ganteng sangat tidak kuat ngeliat alisny,1
560,Non-bullying,"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",siwon ya lama2 perasaan saya saja,1
561,Non-bullying,"""Lucunya berasa kayak kaka dan adek""",lucunya berasa mirip kaka adik,1
562,Non-bullying,"""Itu wajah nagita kya masih umur 20an""",wajah nagita kya umur 20an,1
563,Non-bullying,"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",foto nomor edit edit ya saayy kamera nyaa bening model fotonya bening tidak pakai filter tipu tipu,1
564,Non-bullying,"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",look nya rafathar memang tidak dipungkiri diborong gen mama gigi haha,1
565,Non-bullying,"""Nagita masa kaya anak muda coba cantikk bangeett""",nagita kaya anak muda coba cantikk bangeett,1
566,Non-bullying,"""Masyaallah mamany cantik anakny ganteng, perfect""",masyaallah mamany cantik anaknya ganteng perfect,1
567,Non-bullying,"""Kaya adek kakak.. kak gigi keliatan muda banget""",kaya adik kakak kak gigi kelihatan muda sekali,1
568,Non-bullying,"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",gede saja rafathar ya pintar ya rafathar,1
569,Non-bullying,"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",mama gigi rambutnya pirang cantik muda,1
570,Non-bullying,"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",ootd mama gigi simple elegan nya masyaallah,1
571,Non-bullying,"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,1
572,Non-bullying,"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",mama gigi ketemu gajah gajahnya senang tertawa begitu ahhaha,1
573,Non-bullying,"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",ya allah tidak tahu kenapa aku suka lihat nagita pakai dress modelnya cakap cakap,1
574,Non-bullying,"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",i see beauty in everything mba gigi sehat dede bayi nya,1
575,Non-bullying,"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",mama gigi cantik sekali look younger than her age love mama gigi,1
576,Non-bullying,"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",semoga adeknya rafathar anak tangguh kuat cerdas,1
577,Non-bullying,"""Pakaian apapun yg dipake mama gigi selalu keceee""",pakaian apapun yang dipakai mama gigi keceee,1
578,Non-bullying,"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",terima kasih kak nagita raffinagita1717 support molly si gajah satwa satwa bali zoo kunjungannya keluarga,1
579,Non-bullying,"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",kaya nya gajahnya merasakan aura positif nya mb gigi sumringah juga gajahnya loo,1
580,Non-bullying,"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",manis sekali mbak gigi masya allah hamil bersinar,1
581,Non-bullying,"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",mama gigi tidak pernah tidak cantik sih kalau,1
582,Non-bullying,"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",semoga sehat bayi kandungan nya ibunya ya,1
583,Non-bullying,"""Cantik banget semoga sehat selalu kakak panutan""",cantik sekali semoga sehat kakak panutan,1
584,Non-bullying,"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",masyaallah mempesona kaum adam kaum hawa,1
585,Non-bullying,"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",tidak orang bangun tidur siang secantik ka yaya,1
586,Non-bullying,"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",tua muda yehh mukanya cantik bngett mau nangiss ampun cantik ka yaya,1
587,Non-bullying,"""Gapaham lagi cakeup nya natural Masyaallah""",gapaham cakeup nya natural masyaallah,1
588,Non-bullying,"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",raisa mah tipe cantik sopan santun pakaiannya,1
589,Non-bullying,"""ka yayaaa, why are you always stunning pretty girl.""",ka yayaaa why are you always stunning pretty girl,1
590,Non-bullying,"""Ya Allah ni orang apa peri, cantik amatt""",ya allah ni orang peri cantik amatt,1
591,Non-bullying,"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",cantik sekali heran samping kanan kiri dan lain lain tetap saja cantik,1
592,Non-bullying,"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",berhenti cakap tidak kakk pusingggg ih,1
593,Non-bullying,"""Cantik bajunya keren warnanya bikin pangling""",cantik bajunya keren warnanya bikin pangling,1
594,Non-bullying,"""Sudah dongggg dan sudah di liked juga.. congratulations""",dongggg liked congratulations,1
595,Non-bullying,"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",udaaaahh nontonnnnn lagunya bajunya makeup hairdo nyaaa sukaakkkk,1
596,Non-bullying,"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""",raisa tidak monoton suka deh sering2 kek gini,1
597,Non-bullying,"""udah dong. Lagi ngunyah aja cute banget""",sudah kunyah saja cute sekali,1
598,Non-bullying,"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",penyihir secantik saya rela dikutuk tokek laut,1
599,Non-bullying,"""Ya ampun kak makan apa sih kok bisa cantik banget""",ya ampun kak makan sih cantik sekali,1
600,Non-bullying,"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",ya allah kek anak yang masih batita kalau lagi marah manyunnya gemes hahaha,1
601,Non-bullying,"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",sudah sumpah bagus sekali serasa liat cerita disney begitu,1
602,Bullying,"""lu lebih gak sopan, mukak lu kayak babi!""",kamu tidak sopan mukak kamu mirip babi,0
603,Non-bullying,"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",ya allah sempurna sih ciptaanmu yang in,1
604,Non-bullying,"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",ragu saja cantiknya sudah kek gini bagaimana kalau yak cantiknya kek heran,1
605,Non-bullying,"""Bukan keliatan ragu, tapi keliatan cantik""",kelihatan ragu kelihatan cantik,1
606,Non-bullying,"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",warna bikin raisa shinning merah hitam putih pink and emerald,1
607,Non-bullying,"""Raisa pake baju merah sumpahh cantik bgttt""",raisa pakai baju merah sumpahh cantik bgttt,1
608,Non-bullying,"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",liriknya pendek tetapi susah hafal pas putar kali eh candu sekali,1
609,Non-bullying,"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",kak yaya tidak ngeraguin pendengar lagu2 nya,1
610,Non-bullying,"""Ka yaya kalo ragu tetep secantik itu yah :"")""",ka yaya kalau ragu tetap secantik yah,1
611,Non-bullying,"""Ragu aja cantik kan kak, apalagi kalau serius""",ragu saja cantik kak serius,1
612,Non-bullying,"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",tidak alay tidak muluk muluk natural sukaaaa,1
613,Non-bullying,"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",seru sangat gemoy tim berkebun plus tim alam sangat niiii,1
614,Non-bullying,"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",nikmatnya menghirup oksigen bebas ya,1
615,Non-bullying,"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",slide mukanya gaya saja tetap cantikk,1
616,Non-bullying,"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",mba isyana foto gelap2an gini saja aesthetic sangat ya,1
617,Non-bullying,"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",mba isyana sudah cantik suaranya bagus kompeten ah sukaaaa,1
618,Non-bullying,"""Ga Taulah aku juga suka banget sama gayanya isyan""",tidak taulah suka sekali gayanya isyan,1
619,Non-bullying,"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",kangen nonton konser isyan langsung masih virtual experience nya saja begitu,1
620,Non-bullying,"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",congrats ka isyanasarasvati berkarya sukses mnjd inpirasi,1
621,Non-bullying,"""Congrats kak, kamu memang pantes mendapatkannya""",congrats kak pantes mendapatkannya,1
622,Non-bullying,"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",berharap kak isyanasarasvati umur inspirasi musisi indonesia suka musik indonesia kak isyana,1
623,Non-bullying,"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",sudah cantik agak gesrek ya kelebihannya semangat produktif,1
624,Non-bullying,"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",gatau serasa nonton wtf benar jakarta virtual and thankyouu for the performance kak syan keren pecah mengecewakan,1
625,Non-bullying,"""Walaupun ga pernah lihat ka isyana live beneran di panggung. Tp aku terpesona bgt ama live virtual asli keren""",tidak lihat ka isyana live benar panggung tetapi terpesona sangat ama live virtual asli keren,1
626,Non-bullying,"""yash we the fest even virtual tapi tetep keren bgt kak syann huaaa energi nya dpt bgt""",yash we the fest even virtual tetap keren sangat kak syann huaaa energi nya dapat sangat,1
627,Non-bullying,"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",keren sekali sebentar mantap habis ditunggu karya ya kak stay safe and healthy isyana aku,1
628,Non-bullying,"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",makaseh jugaa kakaaa inyeeuuuu semoga pantang menyerah kakak teman musisi yaaa,1
629,Non-bullying,"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",thank you syan senang sekali kemarin haha semoga pandemi rencana dilancarkan ya syan,1
630,Non-bullying,"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",hua senang sangat kemarin 35 menitan tetapi senang liat isyan adaptasi kebiasaan baruku semoga teratur maemnya ditunggu karya kaka,1
631,Non-bullying,"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang?""",senang indonesia musisi idealis berkualitas yang berkarya diapresiasi orang,1
632,Non-bullying,"""Berharap bisa menghadirkan musisi dgn genre yang lain dr yg sudah ada di industri? biar musik Indonesia lebih berwarna""",berharap menghadirkan musisi dengan genre dari yang industri biar musik indonesia berwarna,1
633,Non-bullying,"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",congrats kak isyan semoga impian impian baiknya terwujud aamiin,1
634,Non-bullying,"""Bener bener idola, dr musisi yang dipandang sebelah mata sampe buat label musik sendiri, congrats syan""",benar benar idola dari musisi dipandang sebelah mata sampai label musik congrats syan,1
635,Non-bullying,"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",congrats kak isyan semoga karya nya yang kakak sukses teruss,1
636,Bullying,"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",orang stres gila,0
637,Bullying,"""Gua kalai jadi tuhan gaakan gua jadiin dia ini manusia, lebih pante ga hidup ini orang di dunia, akhlaknya gaada tolol bangsat""",saya kalai tuhan gaakan saya jadi manusia pante tidak hidup orang dunia akhlaknya tidak ada tolol bangsat,0
638,Non-bullying,"""Biasa nya aq nangis kalo lagu nya seiihh, kalo sekarang nangis karna saking bagus nya lagu nya""",nya saya nangis kalau lagu nya seiihh kalau nangis karena saking bagus nya lagu nya,1
639,Non-bullying,"""definisi minat ketemu bakat ketemu kerja keras""",definisi minat ketemu bakat ketemu kerja keras,1
640,Non-bullying,"""@vnagstn astaga si isyana keren banget ini; bisa ada musisi lokal yang selera musiknya kayak gini""",vnagstn astaga si isyana keren sekali musisi lokal selera musiknya mirip gini,1
641,Non-bullying,"""MashaAllah? udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",mashaallah sudah cantik pintar jago nyanyi dan mainin alat musik neng isyanasarasvati ngefans benar mah,1
642,Non-bullying,"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",gilaaaa gila gilaaaa tangan kaki ekspresi n emosi tertuang adi karya yang fantastis,1
643,Non-bullying,"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",gosh kali lihat isyana mainin alat musik kaya lihat jiwanya beda merinding gila kaya kepribadiannya serius sangat,1
644,Non-bullying,"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata""",sumpah allah bagus sangat kereennn merinding aku nya dengerin sampai habis tiba2 saja sampai netesin air mata,1
645,Non-bullying,"""aku memutuskan untuk menjadi fans isyana. gila keren banget ya, otak mereka berdua bisa berfungsi dg menjalankan perintah ke tangan dan kaki, di waktu bersamaan""",memutuskan fans isyana gila keren sekali ya otak berdua berfungsi dengan menjalankan perintah tangan kaki bersamaan,1
646,Non-bullying,"""AMZING ISYANAA!! Jujur aku amazed banget dengan skill dan minat Isyana dalam bermusik. Ga Cuma bernyanyi tapi main alat musik pun jago banget""",amzing isyanaa jujur amazed sekali skill minat isyana bermusik tidak bernyanyi main alat musik jago sekali,1
647,Non-bullying,"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",ngiri liat orang keren main alat musik dalam sekali nikmatin permainan,1
648,Non-bullying,"""Sampe ga bisa berkata2 lagi buat isyana, sangat2 sempurna org ini""",sampai tidak berkata2 isyana sangat2 sempurna orang,1
649,Non-bullying,"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",inimah main alat musik olahraga jari kaki mah,1
650,positif,JUAL MAKANAN ANJING (DOG FOOD) HAPPY DOG MURAH HARGA PROMO,jual makanan anjing dog food happy dog murah harga promo,1
651,positif,JUAL GROSIR MAKANAN ANJING MAKANAN KUCING UNTUK PETSHOP,jual grosir makanan anjing makanan kucing petshop,1
652,positif,Jangan mentang-mentang lu anak Gaul. Pas dikejar anjing bukannya lari malah bilang 'terus Gue harus kabur sambil bilang wow gitu?',mentang mentang kamu anak gaul pas dikejar anjing lari bilang saya kabur bilang wow begitu,1
653,negatif,"Males itu kalo kerja pagi trus gak ada yg nganter, anjing",males kalau kerja pagi terus tidak yang antar anjing,0
654,negatif,Pagi ini cuma mau panggil anjing aja buat elo yang naik motornya ugal ugalan.,pagi panggil anjing saja kamu motornya ugal ugalan,0
655,positif,"Mau tanya, hukumya org Islam pelihara anjing? Kan byk kalangan artis yg plihara?",hukumya orang islam pelihara anjing banyak kalangan artis yang plihara,1
656,positif,Cuma karena anjing... okay,anjing okay,1
657,negatif,sok geulis anjing,sok geulis anjing,0
658,positif,Cokelat merupakan racun bagi anjing dan kucing.,cokelat racun anjing kucing,1
659,negatif,anjing jg lo ler,anjing juga kamu ler,0
660,positif,Wah aku memelihara anjing n kucing nih,memelihara anjing n kucing nih,1
661,positif,"So Sweet, Pemain Ini Gendong Anjing Pengganggu Laga",so sweet pemain gendong anjing pengganggu laga,1
662,positif,Anak anjing jantan sengaja membuat anak anjing betina menang ketika mereka sedang bermain,anak anjing jantan sengaja anak anjing betina menang bermain,1
663,positif,Sesama anjing putih berantem,anjing putih bertengkar,1
664,negatif,kesel deh pagi2 anjing ku masa mau gigit perban kakiku,kesal deh pagi2 anjing aku gigit perban kakiku,0
665,negatif,Lancau anjing.. stressnya aku..,lancau anjing stressnya,0
666,positif,"Pada Mei 2007, Mourinho sempat ditangkap karena diduga menghalangi Polisi yang hendak mengkarantina anjing peliharaannya",mei 2007 mourinho ditangkap diduga menghalangi polisi mengkarantina anjing peliharaannya,1
667,positif,Pria Asal China Tewas karena Selfie dengan Anjing Laut,pria china tewas selfie anjing laut,1
668,positif,"Mana yang lebih lucu, anak anjing atau anak kucing?",lucu anak anjing anak kucing,1
669,positif,Di New Jersey dari Department of Corrections melatih anjing untuk mengendus ponsel tersembunyi.,new jersey department of corrections melatih anjing mengendus ponsel tersembunyi,1
670,negatif,"Tadinya mau beli anjing buat jadi temen. Tapi, udah banyak temen yang pada kaya anjing",beli anjing teman sudah teman kaya anjing,0
671,negatif,nyepam bgt anjing,nyepam sangat anjing,0
672,positif,anjing emang ganggu ya gonggong terus huf,anjing memang ganggu ya gonggong huf,1
673,negatif,Dulu sih sayang sayangan udah putus eh anjing anjingan,sih sayang sayangan sudah putus eh anjing anjingan,0
674,positif,Cokelat dan kismis  dapat membunuh anjing.,cokelat kismis membunuh anjing,1
675,negatif,Anjing tolol ini ikut2an ngomongin kepercayaan orang lain dasar tolol urus saja kepercayaan kau kasian Deh.,anjing tolol ikut2an membicarakan kepercayaan orang dasar tolol urus kepercayaan kamu kasihan deh,0
676,positif,"Baru kali ini jogging di sini, dan pas di jalan baru sadar di sini banyak anjing berkeliaran",kali jogging pas jalan sadar anjing berkeliaran,1
