,Label,String,clean_text,encoded_label
371,negatif,Anak asu,anak asu,0
372,negatif,"Bgst orang yg ngutang sama gua kebawa sampe mimpi,mana gk bayar juga lagi asu",bgst orang yang ngutang saya terbawa sampai mimpi tidak bayar asu,0
373,negatif,"dih sokan bgt jd cowok. pala lo ga cukup sm satu cewek, itu bkn ga cukup, lo aja yg maruk asu.",dih sokan sangat jadi cowok pala kamu tidak sama cewek bukan tidak kamu saja yang maruk asu,0
374,negatif,"bjir ada ya orang kek gitu, tolol asu sini maju",bjir ya orang kek begitu tolol asu maju,0
375,negatif,bangsat lu,bangsat kamu,0
376,negatif,Udah dikasih hati di baik-baikin malah nusuk dari belakang. Bangsat emang ya !!!,sudah dikasih hati baikin nusuk bangsat memang ya,0
377,negatif,Menyalak apa lg woi bangsat,menyalak lagi woi bangsat,0
378,negatif,Lu ko jadi tmn di dpn gua keliatan baik ? Tapi kenapa di belakang gua lu lugu2 bangsat sih,kamu ko teman depan saya kelihatan saya kamu lugu2 bangsat sih,0
379,negatif,"Bajingan...bangsat... lo bukan siapa-siapa, kok sombong banget!!!!",bajingan bangsat kamu sombong sekali,0
380,negatif,Ketika teman makan teman maka teman itu ku panggil BANGSAT,teman makan teman teman aku panggil bangsat,0
381,negatif,Lo itu munafik yah di depan baik-baikin tapi di belakang jelek-jelekin. Bangsat kan !,kamu munafik yah baikin jelek jelekin bangsat,0
382,negatif,"Teman makan teman, hhhaaa.. BANGSAT loe",teman makan teman hhhaaa bangsat kamu,0
383,negatif,"Korupsi , Selalu Saja !! Bangsat",korupsi bangsat,0
384,negatif,kamar gua kebocoran jdi banjir bangsat,kamar saya kebocoran jadi banjir bangsat,0
385,negatif,"Dulu punya pacar yg baik, nggk kyak skrng brutal sprti bangsat!!",pacar yang tidak seperti sekarang brutal seperti bangsat,0
386,negatif,tai kayak member lu bangsat,tai mirip member kamu bangsat,0
387,negatif,eh bangsat ribut yuk sini sama gua !!,eh bangsat ribut yuk saya,0
388,negatif,Anjing! Bangsat emg!,anjing bangsat memang,0
389,negatif,Mood ancur bangsat masi pagi iniiii,mood hancur bangsat masi pagi iniiii,0
390,negatif,Benci plk aku tengok bangsat ni fvck,benci plk tengok bangsat ni fvck,0
391,negatif,NYESEL GUE NGESTALK ANJING! BANGSAT,menyesal saya ngestalk anjing bangsat,0
392,negatif,Dasar cowok bangsat!!,dasar cowok bangsat,0
393,negatif,ga usah so islami kalo kelakuan masih bangsat! gua ga seneng sama lu,tidak so islami kalau kelakuan bangsat saya tidak senang kamu,0
394,negatif,kartu merah yg gk pntng. Bangsat,kartu merah yang tidak penting bangsat,0
395,negatif,Macam bangsat dalam bas. Kimak,bangsat bas kimak,0
396,negatif,Sumpah bangsat,sumpah bangsat,0
397,negatif,"bangsat kau penipu,ANJING tobat lo sebelum ajal menjemput",bangsat kamu penipu anjing tobat kamu ajal menjemput,0
398,negatif,WOI APA2AN BANGSAT BANGET BANGUN2 BERITANYA BEGINI. FUCK 2016!!! FUCK!!!,woi apa2an bangsat sekali bangun2 beritanya fuck 2016 fuck,0
399,negatif,"Orang sih gitu sifah , hati jelek bnget!!!! Taik lo anjing bangsat mampus ajah lo!!!",orang sih begitu sifah hati jelek sangat taik kamu anjing bangsat mampus saja kamu,0
400,negatif,Bangsat!! Bangsat!! Bangsat!!,bangsat bangsat bangsat,0
401,negatif,Gue sih pengennya naburin di badan bapak emak lo babi! Kontol bacot lo setan iblis lo bangsat!,saya sih pengennya naburin badan emak kamu babi kontol bacot kamu setan iblis kamu bangsat,0
402,negatif,"Weh anjing, bangsat bacot lo kontol!",weh anjing bangsat bacot kamu kontol,0
403,negatif,lu bukan ulama bangsat,kamu ulama bangsat,0
404,negatif,ASWWW BANGSAT,aswww bangsat,0
405,negatif,temen apaan lo? gak ada lo juga gue gak rugi kali bangsat!,teman kamu tidak kamu saya tidak rugi kali bangsat,0
406,negatif,sabtu minggu masuk siangan tapi jam 6 biasanya dah dibangunin ih bangsat anj,sabtu minggu masuk siangan jam 6 sudah dibangunin ih bangsat anj,0
407,negatif,Dosen bangsat,dosen bangsat,0
408,negatif,"Lo bejat, bangsat, brengsek",kamu bejat bangsat brengsek,0
409,negatif,penipu nih bangsat,penipu nih bangsat,0
410,negatif,"ketiduran, bangun bangun pengen maki. bangsat.",ketiduran bangun bangun pengen maki bangsat,0
411,negatif,Banyak bangsat dan kntl ini orang lo.,bangsat kntl orang kamu,0
412,negatif,HIH DASAR lu BANGSAT IDOLAMU BARU SEPRINTILAN AJA UDAH SONGONG lu YA,hih dasar kamu bangsat idolamu seprintilan saja sudah songong kamu ya,0
413,negatif,Cabul bangsat.. Anjing pepek kontol,cabul bangsat anjing pepek kontol,0
414,negatif,JIJIK BANGSAT MASIH PAGI AH,jijik bangsat pagi ah,0
415,negatif,"Bejat,bangsat,biadab tuh orang",bejat bangsat biadab tuh orang,0
416,negatif,"Anjir, Bangsat kau",anjir bangsat kamu,0
417,negatif,"Brengsek, bangsat, goblok, jancuk, bacot",brengsek bangsat goblok jancuk bacot,0
418,negatif,bangsat si tai wkwk,bangsat si tai wkwk,0
419,negatif,Manusia kek gini harus nya di kebiri ! Bangsat bejat,manusia kek gini nya kebiri bangsat bejat,0
420,negatif,Bangsat alay tenan asu,bangsat alay tenan asu,0
421,negatif,Bangsat. Story ig isinya rang orang pada spoiler Endgame semua.,bangsat story ig isinya rang orang spoiler endgame,0
422,negatif,dasar bangsat sialan,dasar bangsat sialan,0
423,negatif,Ya emang bangsat,ya memang bangsat,0
424,negatif,Njirrr kurang tidur bangsat!,njirrr tidur bangsat,0
425,negatif,Mantan paling bangsat!,mantan bangsat,0
426,negatif,Bangsat aku aja sama sekali gak merhatiin sampe situ cuk ??,bangsat saja tidak memperhatikan sampai situ cuk,0
427,negatif,"wahai orang tua,didik yang betul kau punya anak,bangsat",orang tua didik kamu anak bangsat,0
428,negatif,Halah bangsat,halah bangsat,0
429,negatif,Kalo tau malu gaakan nge bangsat,kalau tahu malu gaakan nge bangsat,0
430,negatif,Mampus lu bangsat. Di cuekin ibu ibu.. ngabisin kuota gue lu kimaq,mampus kamu bangsat cuekin ngabisin kuota saya kamu kimaq,0
431,negatif,bangsat cuti dah habis,bangsat cuti sudah habis,0
432,negatif,"bangsat pada homo semua,, kirain yg komen cewe malah cowo anjeng,, cewe malah gak di respon asu",bangsat homo kirain yang komen cewek cowok anjeng cewek tidak respon asu,0
433,negatif,"aku dibesarin ibu seorang diri,terima kasih lu ga pernah hadir dalam hidup kami. bangsat anjg",dibesarin terima kasih kamu tidak hadir hidup bangsat anjg,0
434,negatif,Potong aja k9ntolnya tuh...bangsat nih org,potong saja k9ntolnya tuh bangsat nih orang,0
435,negatif,Untung puasa klo gak udah gua maki lo anjeeng bangsat,untung puasa kalau tidak sudah saya maki kamu anjeeng bangsat,0
436,negatif,Jijik bgt bangsat,jijik sangat bangsat,0
437,negatif,"Sok bijak, padahal bangsat!",sok bijak bangsat,0
438,negatif,"anjing absen gua kosong 2 hari, padahal tiap hari absen bangsat",anjing absen saya kosong 2 absen bangsat,0
439,negatif,dibuat bacol gpp klo dijual lagi ya lo emg bangsat anjing,bacol tidak apa-apa kalau dijual ya kamu memang bangsat anjing,0
440,negatif,ketrigger bangsat rcti kontol,ketrigger bangsat rcti kontol,0
441,negatif,"anjing gw blm tidur bangsat, pas mau tidur malah di telpon sama bokap bangsat",anjing saya belum tidur bangsat pas tidur telepon ayah bangsat,0
442,negatif,pagi jay bangsat jangan lupa sarapan nyet,pagi jay bangsat lupa sarapan nyet,0
443,negatif,asu burung gembrot gw ga ngapa2in di tuduh robot bangsat,asu burung gembrot saya tidak ngapa2in tuduh robot bangsat,0
444,negatif,Duh anjing nama depan lo sama lagi kyk gue wkwkwkwk bangsat,duh anjing nama kamu seperti saya wkwkwkwk bangsat,0
445,negatif,susah benerrr bangsat,susah benerrr bangsat,0
446,negatif,aaaa bangsat ketauan boong,aaaa bangsat ketauan bohong,0
447,negatif,Lama kelamaan eneg juga bangsat,eneg bangsat,0
448,negatif,"sm tuh dalem hati apa gak 'salah mulu gue bangsat' gtu ya anying, ngakak bgt pda suuzon",sama tuh dalam hati tidak salah terus saya bangsat begitu ya anying terbahak-bahak sangat pda suuzon,0
449,negatif,<USERNAME> TOLOL!! Gak ada hubungan nya keguguran dgn pake hijab syar'i yg lo bilang bayi nya kepanasan didalem gak ada hubungan nya woyyyy!! Otak sama jempol lo gak singkron sih ya jadinya asal nulis komentar!,username tolol tidak hubungan nya keguguran dengan pakai hijab syar i yang kamu bilang bayi nya kepanasan didalem tidak hubungan nya woyyyy otak jempol kamu tidak singkron sih ya nulis komentar,0
450,negatif,Geblek lo tata...cowo bgt dibela2in balikan...hadeww...ntar ditinggal lg nyalahin tuh cowo...padahal kitenya yg oon.,geblek kamu tata cowok sangat dibela2in balikkan hadeww nanti ditinggal lagi nyalahin tuh cowok kitenya yang oon,0
451,negatif,Kmrn termewek2 skr lengket lg duhhh kok labil bgt sih mbak kya abege ajah ato yg kmrn cari sensasi biar top markotoppp ertong gk berkualitas,kemarin termewek2 sekarang lengket lagi duhhh labil sangat sih mbak kya abege saja atau yang kemarin cari sensasi biar top markotoppp ertong tidak berkualitas,0
452,negatif,"Intinya kalau kesel dengan ATT nya, gausah ke anaknya juga. Kasian buat perkembangan psikis anak kedepannya. Itu orang bener bener tolol, skrg seandainya dia punya anak, terus anaknya dikatain sama orang yang benci sama dia, gimana perasaan dia ? Benci sama seseorang boleh, tapi harus tau batesnya ?? toh namanya manusia, gaakan semua jadi penyuka, pasti ada haters ??",intinya kesal att nya tidak usah anaknya kasihan perkembangan psikis anak kedepannya orang benar benar tolol sekarang seandainya anak anaknya dikatain orang benci gimana perasaan benci tahu batesnya namanya manusia gaakan penyuka haters,0
453,negatif,"hadewwwww permpuan itu lg!!!!sakit jiwa,knp harus dia yg jd peran utama di film hantu jeruk purut,ky khabisan stok Artis ja",hadewwwww permpuan lagi sakit jiwa kenapa yang jadi peran utama film hantu jeruk purut ky khabisan stok artis ja,0
454,negatif,"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayagni. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapake nya aja bener didiknya",pantas tinggalin laki ya lakinya mikir kali perempuannya kayagni urus saja tidak becus gimana urus anak mending anak bapake nya saja benar didiknya,0
455,negatif,"kebiasaan balajaer nyampah d ig para artis..suka2 yg punya ig lah mau bikin caption apa,kok balajaer yg heboh dan asik ceramahin yg punya ig.tar lama2 d bikinin lagu sm teh melly loh balajaer yg berjudul""ketika balajaer bersabda""demi seonggak koin laknat nya.balajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda d rt nya gigi.duh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apa.minus segala2nya!lagi masih d bela mati2an,pd sakit jiwa",kebiasaan balajaer nyampah di ig artis suka2 yang ig bikin caption balajaer yang heboh asyik ceramahin yang ig tar lama2 di bikinin lagu sama teh melly loh balajaer yang berjudul balajaer bersabda seonggak koin laknat nya balajaer ngamuk mengiyakan sekali koin laknat nya jadi penggoda di rt nya gigi duh elah balajaer semua tahu kale kelakuan biduan kamu kek minus segala2nya di bela mati2an pada sakit jiwa,0
456,negatif,krn sebagian besar rakyat indonesia itu bodoh. Tdk bisa membedakan mana yg baik mana yg buruk. Sdh tau prilaku buruk tdk tau sopan santun itu yg dipilih jd panutan. Lebih mengidolakan yg murahan dr pd yg berkelas dan ber etika,karena rakyat indonesia bodoh tidak membedakan yang yang buruk sudah tahu prilaku buruk tidak tahu sopan santun yang dipilih jadi panutan mengidolakan yang murahan dari pada yang berkelas ber etika,0
457,negatif,ayu janda bego pny suami kpn nikah laginya?,ayu janda bodoh punya suami kapan nikah laginya,0
458,negatif,"Anyiennnnggg.. Suaranya ancur banget, lebih merdu tukang gorengan",anyiennnnggg suaranya hancur sekali merdu tukang gorengan,0
459,negatif,"Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids",syarat sah nikah agama islam 5 cpp cpw saksi wali nikah mas kawin mahar perkara makeup tidak manglingi syarat sah pernikahan tidak makeup syarat yang 5 terpenuhi pernikahannya sah yak emak emak julids,0
460,negatif,"Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck",cewek gatau nih ngerebut pacar orang sudah abang yang ngedukung sifat jeleknya lagi ckck,0
461,negatif,<USERNAME> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mna kata aku yg ngina??? Bego dipelihara??????,username eh situ kids jaman now ya kebanyakan micin mana yang ngina bodoh dipelihara,0
462,negatif,Jijik liatnya suer deh minceeee,jijik liatnya suer deh minceeee,0
463,negatif,"Emang bukan hal tabu ciuman gitu (iya emang) tapi yg bikin eneg itu ""PENCITRAAN"" nya yg sok alim sok baik sok bijak dan sok sok yg lainya. Seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan. Bukan sok alim atau sok suci serius!",memang tabu ciuman begitu iya memang yang bikin eneg pencitraan nya yang sok alim sok sok bijak sok sok yang lainya seandainya pencitraan sok alim sok suci serius,0
464,negatif,"Yg jd masalah disini adalah 1. mereka ciuman dpn org bnyk yg SEHARUSNYA sih punya rasa MALU, kecuali mgkn lg mabok jd gak ada rasa malu. 2. Mereka berteman?? Helooow sebuah pertemanan tdk akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lbh dr teman lah itu. Dasar Kelakuan Kids jaman now yg emg bego, bukan krn kebanyakan micin lho yah ??",yang jadi 1 ciuman depan orang banyak yang sih malu kecuali mungkin lagi mabok jadi tidak malu 2 berteman helooow pertemanan tidak melibatkan ciuman bibir coba saja bayangin sanggup tidak ciuman bibir ma teman lebih dari teman dasar kelakuan kids jaman now yang memang bodoh karena kebanyakan micin lho yah,0
465,negatif,Anjing nya ngamuk..hidup kok dmana2 pny musuh..udh kliatan mna yg baik dan bukan..org baik ga pny byk musuh..,anjing nya ngamuk hidup dmana2 punya musuh sudah kliatan mana yang orang tidak punya banyak musuh,0
466,negatif,"<USERNAME> ahhh katanya jaga ucapan, lahh ucapan dia ngk dijaga sendiri.. dasar munafik.. dasar betina zaman now ellu kali yangg kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun",username ahhh jaga ucapan lahh ucapan tidak dijaga dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin kamu otak kamu selangkangan paham semoga tuhan ampunin kemunafikan kamu cun,0
467,negatif,"<USERNAME> yaa ampun ini upil naruto,, kata2nya makin mencerminkan klo dia yg sebenarnya pecun.????pengalaman banget lu yaa. Kesian. Gua jadi prihatin. Mati aj deh lu. Ngotorin dunia manusia macam kau.??",username yaa ampun upil naruto kata2nya mencerminkan kalau yang pecun pengalaman sekali kamu yaa kasihan saya prihatin mati saja deh kamu ngotorin dunia manusia kamu,0
468,negatif,"Cuman jual goyangan yak, suara macam taik...",hanya jual goyangan yak suara taik,0
469,negatif,Kasian ih nyari uang sampe segitunya,kasihan ih cari uang sampai segitunya,0
470,negatif,anjir tontonan yg sangat tidak bermutu!,anjir tontonan yang bermutu,0
471,negatif,"Dlu inul goyang ngebor baju ketat dcekal. Hrs ny ni jg dg sgja goyang dada mulu, suara ga sbrpa. Mrsk moral ank muda yg nnton bawaannya nafsu aja nanti ????",dulu inul goyang ngebor baju ketat dcekal harus nya ni juga dengan sgja goyang dada terus suara tidak sbrpa mrsk moral anak muda yang nonton bawaannya nafsu saja,0
472,negatif,Pnyanyi dangdut yg ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada,pnyanyi dangdut yang tidak berkelas begini nih y nonjolin suara nonjolin dada,0
473,negatif,"Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi",najis najis sudah homo saja orang kaya gini musnahkan muka bumi,0
474,negatif,"Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya",haduuh orang tidak akhlak bangeg perasaan kerjaan bertengkar terus musuhnya,0
475,negatif,S lonte ini bkn sensasi ngjak ribut org mulu sampah,s lonte bukan sensasi ngjak ribut orang terus sampah,0
476,negatif,Kayak banci dh mirip nenek2 pny cucu . Mw di operasi di mua top ttp aj klo asli ny g cantik luar dlm..,mirip banci deh nenek2 punya cucu mau operasi mua top tetap saja kalau asli nya tidak cantik dalam,0
477,negatif,Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,bagus kalau mingkem saja hahahahahaha jahatnya akuuu,0
478,negatif,Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,oplas dipermak tetap jelek pokoknya mukanya tegang kek banci sudah sekian,0
479,negatif,"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",mending liat dek molen biarpun cowok tetapi cuantik tidak kaya cewek tetapi mirip bencong wkwkwk,0
480,negatif,bencong rombeng.menjijikan!!!gay jg.,bencong rombeng menjijikan gay juga,0
481,negatif,"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",orang gila pengen hitz cri tenar rela dipenjara cari sensasi settingan beken sampai hina2 orang astagfirullah sekaya sih orang kaya mulut nya ky sampah tidak sekolah ya,0
482,negatif,Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,cowok anjing cuihhh orang kaya berkoar saya orang ping kaya sedunia orang tahu kalau orang kaya orang kaya malahn berperilaku orang sederhana memamerkan kekayaan dunia akhirat mampus kamu harta tidak bawa mati pants buang laut kamu orang anehhh,0
483,negatif,"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",cari sensasi tenar terus banyak folowers nya tidak begitu begitu juga kali darar orang setres bicara saja belepotan tidak begitu kamfungan,0
484,negatif,ngomong aja belepotan banyak gaya lu bencong,bicara saja belepotan gaya kamu bencong,0
485,negatif,Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,orang kebanyakan makan taik ya gini otaknya sudah penuh taik jadi tidak berfikir positif berbicara saja tidak bermoral dasar kaum2 laknat banci anjing kbanyakan burit sih kamu jadi stres manusia ogah jumpa kamu anjing anjing yang ketemu kamu taik,0
486,negatif,Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,sikat abiss lahh orng2 sialan kaya gini pemimpin negara tidak hormatin jangan mentang2 president sembarangin marah tidak hina pemimpin harap tindak hukum orang iniö,0
487,negatif,Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,jijik sekali lihat tingkah si upil mudah2an secepatnya tidur,0
488,negatif,"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",edan nih orang sudah makan uang rakyat tidur,0
489,negatif,"Manusia laknat, matinya di apain ya",manusia laknat matinya apakan ya,0
490,negatif,Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,sakit otak hatinya mah sudah tidak nurani urat malunya pajak loh ngegaji orang2 gila hormat,0
491,negatif,Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat pengen sumpel timah panas congor kamu biar modar,0
492,negatif,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,pengen sumpel timah panas congor si anak babi pesek buruk rupa,0
493,negatif,Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,hey anak bangsat babi pesek buruk rupa keriting pengen penggal leher kamu sampai putus lumayan makanan buaya,0
494,negatif,"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",ratu pelakor sejagat raya dimana2 lonte ya tidak malu yang merasa lonte tolong malu sedikit,0
495,negatif,Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,mahhhh pertemuan buah ranum buah busuk sudah tahu yang busuk yang manah mentok2nya mah begitu saja kalau pelakor,0
496,negatif,"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",ah manda mah gatal tidak liyat cowok sedikit langsung disosor begok saja yang ama manda kegatelan cewek,0
497,negatif,"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",si amanda mukanya tante umur tetapi muka boros sekali dasar cabe jujur saya mah tidak suka ama ni haltis,0
498,negatif,"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",astagah demen ama cewek dekil kumel nagita turun att nagita kaya emas att kaya barlen,0
499,negatif,Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman sekarang sama saja bejat ustad kek kek gila sangat sama perempuan yang istrinya stju sangat sama yang bilang ustazah username msuk surga bukan karena poligami masih banyak yang bisa jadi akhlak bisa masuk surga yaa semoga saja sih perempuan perempuan pelakor diluar sna azab yang tidak diampuni hidupnya tidak selamat dunia akhirat,0
500,negatif,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gilaaaaa pelakor sangat laki2 gatal alasan berpoligami woiii mikir pakai otak haduh pikir orang pintar tahu agama buruk allah menguji kesetiaan nafsunya eh kaya begitu menyakiti istri saja menutup pintu rejekimu anak istri kamu korbankan sebagai seorg imam keluarga gagal mmpertahankan rumah tangganya mencoreng nama nya sendiri semua orang suka sekarang benci m,0
501,negatif,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasalah kalau pelakor lebih hancur mukanya istri sah barang bagus cepat laku pelakor jelek tidak laku ngembat laki orang ya sudah sama2 gatal cocok wes username,0
502,negatif,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama2 ilfil deh sama ni ertong caption ig story nya membicarakan orang mlu orang jadi ambigu nilai si a si b si c sudah begitu kaya zholimi salahinnya lawan jangan omong status ah nya dewasa,0
503,negatif,"<USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username pemikiran manusia bodoh eehhh tante oma empo otak kamu picik sangat ya juga manusi larangan memang dunia orang larang ngungkapin unek2 stupid human,0
504,negatif,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yang ngatain si via baperan ya wajar dese baper udin muak orang yang munafik sok an dese kabar yang baperan laki orang tidak nyadar tuh pemujanya att gotong royong nasehatin att menggila muja att mojokin viaa dese manusia keles ahh,0
505,negatif,"<USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",username yang komen via nyinyir terus duh seperti tidak nyinyirin orang saja parah kalau orang sok benar mah begitu padahal media sosial hak instagram instagram yang nyinyir tidak pakai ig s,0
506,negatif,<USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,username nya ngatain orang nyindir netijen goblog banyakan masyako,0
507,negatif,"<USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",username didik ortunya nagita bagus heran dengan balajaer nagita yah yang dirugikan sama junjunganny kenapa yang dibenci bodoh sangat asli,0
508,negatif,"<USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",username padahal kamu kampungan loh pakai kerudung mulutnya cuihh,0
509,negatif,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,belajaer tuh ya hahahaha bela artis sampai sebegitunya manusah2 begoh,0
510,negatif,"<USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",username iya norak kampyuung coba liat artis adem ayem liat isyana liat agnezmo liat mba liaaat diliat saja coba telaah deh dikasih tahu contoh artis better eh jawabannya ya cocok la,0
511,negatif,"<USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",username tidak sok high class mba liat komenmu artis beda2 mbak yang suka curhat ig yang curhat teman yang curhat tuhan tidak terus mulut situ maju otaknya mikirnya yang curh,0
512,negatif,"<USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",username goblok tidak netizen yang kontra sama postingan si via bakajaer kali mba mas ih goblok dipiara lol,0
513,negatif,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,sih memang artis ko artis indo nya urus prestasi sosmed nya terus isi nya jadi jatuh nya kampungan,0
