,Label,String,clean_text,encoded_label
323,tidak bully,Langgeng ya bang sama Elvia Cerolline 🙏🙏🙏,langgeng ya bang elvia cerolline,1
324,tidak bully,Bg Billy kpn sih syuting @p3htranstv lgi udah kangen liat bg Billy live ditv masa cuma Sabtu Minggu doang liat bg @bilsky16,bagi billy kapan sih syuting <USERNAME> lagi sudah kangen liat bagi billy live ditv sabtu minggu saja liat bagi <USERNAME>,1
325,tidak bully,Bang billy kpn jd host p3h lg kangen sm bg billy gk seruuu gk ada bg bill,bang billy kapan jadi host p3h lagi kangen sama bagi billy tidak seruuu tidak bagi bill,1
326,tidak bully,"Kenapa gak sama Della aja bang, kan Della nya mau bang kurang cakep apa della",tidak della saja bang della nya bang cakap della,1
327,tidak bully,Ganteng deh,ganteng deh,1
328,tidak bully,"@nazrajayanthy simpati aja lo sana,liat kasus nya nambah lagi sedikit demi sedikit kelakuanx terbongkar sendri",<USERNAME> simpati saja kamu liat nya tambah kelakuanx terbongkar sendri,1
329,tidak bully,Aq nge fans lg sama bang bily .smjak udah putus sama sih itu tuh 😁 . . Foto nyh jg ud di hapus dr ig bang bily .. 👍👍👍 semoga ketemu jodoh yg lebh baik ya bang ..,saya nge fans lagi bang bily smjak sudah putus sih tuh foto nyh juga sudah hapus dari ig bang bily semoga ketemu jodoh yang lebh ya bang,1
330,tidak bully,Semangat bil... Bismillah Allah itu baik💛,semangat bil bismillah allah,1
331,tidak bully,Yg sabar ya bang billy ... Semangat 😘,yang sabar ya bang billy semangat,1
332,tidak bully,"@profesordrum setiap orang harus mendoakan yg terbaik, doa yg diucapkan untuk orang lain pun doa untuk diri kita sendiri",<USERNAME> orang mendoakan yang terbaik doa yang orang doa,1
333,tidak bully,terlalu cantikkk😍😍😍😍,cantikkk,1
334,tidak bully,Jujur ya hilda tu asli cantik..mo mukax lebar lancip segi empat bulet tetep aja cantik.mo boros wajah mo irit ttp cantik jstru yg klian2 yg mnghina ini yg gaj mnarik!!,jujur ya hilda itu asli cantik mau mukax lebar lancip segi bulet tetap saja cantik mau boros wajah mau irit tetap cantik jstru yang klian2 yang mnghina yang gaj mnarik,1
335,tidak bully,Beda bgt sama yang ditv,beda sangat ditv,1
336,tidak bully,Klo gk pke soflen jlk x dya,kalau tidak pakai soflen jlk x dya,1
337,tidak bully,Ketika wajah tak sesuai dg umur 😂,wajah sesuai dengan umur,1
338,bullying,"Gue pernah liat hilda, aslinya gede banget, gatau sih doi pake aplikasi apaan pipi sama dagu nya bisa tirus gitu",saya liat hilda aslinya gede sekali gatau sih doi pakai aplikasi pipi dagu nya tirus begitu,0
339,bullying,Cantik sih tp plis lah akuin aja kalo emang udh pernah nikah dan punya suami biar aura cantiknya makin keluar!,cantik sih tetapi tolong akuin saja kalau memang sudah nikah suami biar aura cantiknya,0
340,tidak bully,Subhanalah paingan bang bily jeung @krishattaluiseveinro ketagihan.. I love u juga hilda aku siap membahagiakan bathin mu aja..,subhanalah paingan bang bily jeung <USERNAME> ketagihan i love u hilda membahagiakan bathin mu saja,1
341,tidak bully,kaka cntikku,kaka cntikku,1
342,tidak bully,Cantik banget mbak Hilda.. Smga cantik luar dalam ya mbk.. 😊,cantik sekali mbak hilda semoga cantik ya mbk,1
343,tidak bully,Mukanya ko bs tirus ya ? Klo di tv lebar banget,mukanya ko bisa tirus ya kalau tv lebar sekali,1
344,tidak bully,@noonashoppku pake kamera jahat😂,<USERNAME> pakai kamera jahat,1
345,tidak bully,The power of kamera jahara🤣,the power of kamera jahara,1
346,tidak bully,Anak turis yg tertinggal 😂,anak turis yang tertinggal,1
347,bullying,Orang yang sudah pernah dipakai sama orang yang belum terpakai itu beda lho. Hihihihihi.,orang dipakai orang terpakai beda lho hihihihihi,0
348,tidak bully,Yg berkomentar negatif sepertinya tidak punya etika..kan pada sekolah semua dan belajar agama yg baik bukan mencaci dengan cibiiran kebencian...belajar menghargai kehidupan pribadi orang,yang berkomentar negatif etika sekolah belajar agama yang mencaci cibiiran kebencian belajar menghargai kehidupan pribadi orang,1
349,tidak bully,Ya allah senyumnya itu loh,ya allah senyumnya loh,1
350,tidak bully,"Gw pengen tirus kaya ini org pake cr apasih, kasih tau dong aplikasinya",saya pengen tirus kaya orang pakai cr apasih kasih tahu aplikasinya,1
351,bullying,Cewek katro dri matanya sampai ujung kaki tukang ngebohong..tobat tobat sebelum terlambat @hvkhildavitriakhan 😠😂,cewek katro dari matanya ujung kaki tukang ngebohong tobat tobat terlambat <USERNAME>,0
352,tidak bully,@jenitakurnia aslinya emang cantik dan tinggi... Temanku pernah liat ... Bule mukanya dan putih banget...,<USERNAME> aslinya memang cantik temanku liat bule mukanya putih sekali,1
353,tidak bully,"Jaga ucapan sama lisan mba..belom tentu mba"" nya semua udh jadi penghuni surga..setiap perkataan kita yg negatif mba fikir malaikat gak catet..sayang kan amal yg udh kita punya gara"" mba"" nya",jaga ucapan lisan mba belum mba nya sudah penghuni surga perkataan yang negatif mba fikir malaikat tidak catet sayang amal yang sudah gara mba nya,1
354,tidak bully,Cantik sekali hilda...,cantik hilda,1
355,tidak bully,Tirus banget mbaa pipinya? Pake aplikasi apa?,tirus sekali mbaa pipinya pakai aplikasi,1
356,bullying,yg asli mukanya lebar kotak,yang asli mukanya lebar kotak,0
357,tidak bully,Kalo di ig cantik banget. Beda sama di tv kak,kalau ig cantik sekali beda tv kak,1
358,bullying,Jijik,jijik,0
359,tidak bully,@noonashoppku di tv kok ga secantik di ig ya.hp nya apa dek hilda?aku mau juga dong 😃,<USERNAME> tv tidak secantik ig ya hp nya dek hilda,1
360,tidak bully,@hvkhildavitriakhanABAIKAIN Haters yang gak penting....💋 Mereka hanya IRI dan ingin seperti kamu tapi tidak bisa💋,<USERNAME> haters tidak iri,1
361,bullying,Gmn y g suka aja gt liatnya geseg walwpn g jlk.mntang2 punya bi2r yg perfect slalu kl fto bi2rny sok2 dijblehin.g slamanya kcantikan itu abadi,bagaimana y tidak suka saja begitu liatnya geseg walwpn tidak jlk mntang2 bi2r yang perfect selalu kalau fto bi2rny sok2 dijblehin tidak slamanya kcantikan abadi,0
362,bullying,@diie_anggraini brati ctq nya @hvkhildavitriakhan G alami mba.mungkin kl g pk soflen jgn2 g secantik in.hati2 jangan keseringan pk softlens buat mnutupi kbusukan mu mba hilda,<USERNAME> brati ctq nya <USERNAME> tidak alami mba kalau tidak pk soflen jgn2 tidak secantik in hati2 keseringan pk softlens mnutupi kbusukan mu mba hilda,0
363,tidak bully,Suka banget sih kalian para haters nyiyirin hdup org lain . Kalo kalian gak suka sama seseorang ckup blok aja jangan buat komentar yang gak pantas buat di baca semua orang . Istigfar,suka sekali sih haters nyiyirin hdup orang kalau tidak suka cukup blok saja komentar tidak baca orang istigfar,1
364,bullying,Buruuuuuuuuuukkkk beneeeeeeeerrrr,buruuuuuuuuuukkkk beneeeeeeeerrrr,0
365,tidak bully,Kris hatta nya aja yg lebai. Kalo udh move on mah gausah ngungkit2 masalah trs kali.,kris hatta nya saja yang lebai kalau sudah move on mah tidak usah ngungkit2 terus kali,1
366,bullying,Di tv ko bulet kayak bola...mukaya...udah kayak tante2 punya anak 2 ..padahal kan blm nikah katanya😃😃😃,tv ko bulet mirip bola mukaya sudah mirip tante2 anak 2 belum nikah,0
367,tidak bully,@novytha_abl wagelaseh dibandingin nia ramadhani mah jauh gelaaahh 😂,<USERNAME> wagelaseh dibandingin nia ramadhani mah gelaaahh,1
368,bullying,Mak lampir,mak lampir,0
369,tidak bully,Ini cewek gk pernah tinggal pke lensa.mukak nya lebar yahh.😁😁😁😁,cewek tidak tinggal pakai lensa mukak nya lebar yahh,1
370,tidak bully,@tiya_lova iyah di tv wajahnya kotak n bulet,<USERNAME> iyah tv wajahnya kotak n bulet,1
371,tidak bully,Kakak cantikkk❤️,kakak cantikkk,1
372,tidak bully,Mbk cantik kok lebih cantik kalok anda jujur,mbk cantik cantik kalok jujur,1
373,bullying,Muka aslinya rahang nya lebar kayak kardus 😀😀,muka aslinya rahang nya lebar mirip kardus,0
374,bullying,@wanita_kalimantan kalo dtv juga kaya emak2 bgt badanya,<USERNAME> kalau dtv kaya emak2 sangat badanya,0
375,bullying,@whitasiregar gak suka aku sama dia wkwkwmkwk,<USERNAME> tidak suka wkwkwmkwk,0
376,bullying,Sok cantik,sok cantik,0
377,tidak bully,Y allah cantikk bangett ka.. semangat ka.. @bilsky16mendukungmu.. semoga cepet selesaiii masalahnya..,y allah cantikk sangat ka semangat ka <USERNAME> semoga cepat selesaiii,1
378,tidak bully,Mbak kok sekarang gendutan yah gk enak ajah gitu di tamba gaya rambut nya kurang cocok aja gitu sama embak. Mf yah embak sekedar ngasi Saran aja kok @hvkhildavitriakhan,mbak gendutan yah tidak enak saja begitu tamba gaya rambut nya cocok saja begitu embak maaf yah embak sekedar kasih saran saja <USERNAME>,1
379,tidak bully,Bikin tutorial make up,bikin tutorial pakai up,1
380,tidak bully,Cantik sekali,cantik,1
381,tidak bully,@hvkhildavitriakhan aslinya syemok mantap jiwa nih awewek 😍,<USERNAME> aslinya syemok mantap jiwa nih awewek,1
382,tidak bully,"Kerjaaan kok pada nyiyirr , lihat diri kalian dulu bener gak sihh , gak usah nyiyirin orang kalau dirinya aja gak suci ora tenar salah , cantik salah , netijen betijen ngaca dulu dong ,",kerjaaan nyiyirr lihat benar tidak sihh tidak nyiyirin orang saja tidak suci ora tenar salah cantik salah netijen betijen ngaca,1
383,tidak bully,nertizen maha benar😂dengan segala kenyinyirannya😆🙈 akoohhh mau nyamil batu adja... sapa tau jadi bapao... ,nertizen maha kenyinyirannya akoohhh nyamil batu adja sapa tahu bapao,1
384,bullying,"Memang nyebelin ni orang.disini Ada org mirip bgt kaya dia(hilda), muka sama klakuan mirip bgt suka bo'ong. Sure .",menyebalkan ni orang orang sangat kaya hilda muka klakuan sangat suka bo ong sure,0
385,bullying,Apanya cantik. Bnyk polesan aslinya jlek..hati sm mukanya ttep jlek,apanya cantik banyak polesan aslinya jlek hati sama mukanya tetap jlek,0
386,bullying,gede mukanya ato badannya mba? Srius kepo nih 😂,gede mukanya atau badannya mba srius kepo nih,0
387,tidak bully,Wouyyh netizen kbnykan komenin hdup orng mw ditv lebar asliny gmn gk ad urusan ny sm Xn.😩😩blom tntu Xn jg smpurna....hahhaa kaburrr ahhh,wouyyh netizen kbnykan komenin hdup orang mau ditv lebar asliny bagaimana tidak ada urusan nya sama xn belum tntu xn juga smpurna hahhaa kaburrr ahhh,1
388,tidak bully,Ternyata semua gk bisa di bohongi ya.. Yg bnr emang pihak kris hatta,tidak bohongi ya yang benar memang kris hatta,1
389,bullying,"Gua kagak yakin elu lahir tahun 95. Kok muka lu kayak 30+ ya? Kakak gua aja yg lahir tahun 93, masih kayak anak SMA. Lah ini, kayak ibu ibu.",saya tidak elu lahir 95 muka kamu mirip 30 ya kakak saya saja yang lahir 93 mirip anak sma mirip,0
390,tidak bully,ku baca komen atas sampai bawah kok g enak bgt ya ... kalau Hilda sendiri bagaimana ya kira2 klu baca komen,aku baca komen tidak enak sangat ya hilda ya kira2 kalau baca komen,1
391,bullying,"@khairin_leonanda iy dtv beda bgt sm di IG ya , disini kurus, dtv gembrot",<USERNAME> iya dtv beda sangat sama ig ya kurus dtv gembrot,0
392,bullying,"Dulu gw suka bngt ma cewex ini,cntik bngt saya lihat,tpi lama klmaan lihat kelakuan nya ma suami nya aku gag respek lgi",saya suka sangat ma cewex cntik sangat lihat tetapi klmaan lihat kelakuan nya ma suami nya gag respek lagi,0
393,bullying,"Udh liat aslinya, lebar bgtt sih, gede tinggi, tp koq d ig nya keliatan imut gitu, jauuhhh bgttt sm real ny",sudah liat aslinya lebar bgtt sih gede tetapi kok di ig nya kelihatan imut begitu jauuhhh bgttt sama real nya,0
394,tidak bully,"@tiya_lova coba ketemu aslinya, aslinya emang cantik kok. Setau gw badan akan terlihat sedikit lebih gemuk kalo di tv(maaf kalo salah).",<USERNAME> coba ketemu aslinya aslinya memang cantik setau saya badan gemuk kalau tv maaf kalau salah,1
395,tidak bully,"Orang berhak memilih , kalian ngga usah ngatur hidup orang .! Itu hidup dia , dia bebas memilih mana yg terbaik buat hidup nya . Kalo memang dia salah itu urusan dia sama tuhan .! Kita manusia tidak ada yg sempurna .semua punya kesalahan dan masa lalu yg kelam .! Dan lihat lah diri kalian apa udah benar apa belum . ! Karna hidup itu perjuangan.#nyinyirjanganberlebihan .",orang berhak memilih tidak ngatur hidup orang hidup bebas memilih yang terbaik hidup nya kalau salah urusan tuhan manusia yang sempurna kesalahan yang kelam lihat sudah karena hidup perjuangan nyinyirjanganberlebihan,1
396,bullying,Dadae mulus bnget,dadae mulus sangat,0
397,tidak bully,"@rafarha_ bntu doa aj mbak jgn bntu d komen krna yg komen bnyakan hetersnya,, mngkin mreka blom sdar kalo ap yg mreka ucapkan adlah doa untk diri mreka sndiri,",<USERNAME> bntu doa saja mbak jangan bntu di komen karena yang komen bnyakan hetersnya mungkin mereka belum sdar kalau apa yang mereka ucapkan adalah doa untuk mereka sendiri,1
398,tidak bully,"tenaga pakistan kuyyy, tenaga bagai kuda😂pelet tempe",tenaga pakistan kuyyy tenaga kuda pelet tempe,1
399,bullying,Di tv pipi nya lebar banget ia kalo di hp tirus banget kamera nya iya jahat banvet,tv pipi nya lebar sekali kalau hp tirus sekali kamera nya iya jahat banvet,0
400,tidak bully,"Efek cameranya gilaaaak, aslinya pernah gua liat kek seumur mak gua😂😂😂",efek cameranya gilaaaak aslinya saya liat kek seumur mak saya,1
401,bullying,Muka bokep 😀😀😀😀😁😁😁😁😁😁,muka bokep,0
402,tidak bully,"Biar gmn pun pose nya, ttp aja cantik 😍😍😍",biar bagaimana pose nya tetap saja cantik,1
403,tidak bully,Coba deh pake hijab ka.,coba deh pakai hijab ka,1
404,bullying,Kok jijik ya... Astagfirullah,jijik ya astagfirullah,0
405,tidak bully,Kalau pake kotex tiap hari emng ga pernh shalat ya kak,pakai kotex memang tidak pernh shalat ya kak,1
406,bullying,Pantesan bily klepek2..mukanya binal asoy,pantas bily klepek2 mukanya binal asoy,0
407,bullying,Pansos kampungan,pansos kampungan,0
408,bullying,Alay,alay,0
409,bullying,jijikkk bettt🔥,jijikkk bettt,0
410,tidak bully,Mari mengasihani mereka bersama sama 😂😂😂,mari mengasihani,1
411,tidak bully,"Alhamdulillah jurnalrisa bisa berbagi rezeki sama kalian, kalo ga gitu kalian gamakan kan kasian wkwk",alhamdulillah jurnalrisa berbagi rezeki kalau tidak begitu gamakan kasihan wkwk,1
412,bullying,BACOT :),bacot,0
413,tidak bully,"Dia mah mau banyak yang subscribe jadi buat konten kayak gini,haha gak lucu budjang haha ngakak deh",mah subscribe konten mirip gini haha tidak lucu budjang haha terbahak-bahak deh,1
414,bullying,Sok yes padahal no banget,sok yes nomor sekali,0
415,bullying,SO SEMPURNA ANDA!,so sempurna,0
416,bullying,Wkwkwk ntaran juga kenak azab 😂,wkwkwk ntaran kenak azab,0
417,bullying,Makin lama makin jijik...pasangan Aneh,jijik pasangan aneh,0
418,bullying,Teh @risa_saraswati datengin aja teh peter cs sm yg lainnya ke rmh mba dan mas ini. Mual bet liat mukanya:((,teh <USERNAME> datengin saja teh peter cs sama yang rumah mba mas mual bet liat mukanya,0
419,bullying,Mau tenar lagi???????????? Kasian banget ga ada kerjaan DASAR MANUSIA PERUKSAK CIPTAAN TUHAN! SI MUKA ANORGANIK YANG OTAKNYA BELUM DI KURAS SI MANUSIA JAMAN BATU!,tenar kasihan sekali tidak kerjaan dasar manusia peruksak ciptaan tuhan si muka anorganik otaknya kuras si manusia jaman batu,0
420,bullying,Sampah,sampah,0
421,bullying,Jodoh adalah cerminan diri sendiri..Tukang bohong ya dapetnya tukang bohong lagi..cocooooook....😁,jodoh cerminan tukang bohong ya dapetnya tukang bohong cocooooook,0
422,bullying,ilfeel bangettt mukanyaaa kyk gk prnh mandiii🤢,ilfeel bangettt mukanyaaa seperti tidak pernah mandiii,0
423,tidak bully,"ga butuh klarifikasi lo, emangnya lo siapa): suka banget ngetag2 teh risa tp gak di gubris.. kasian bgt sih:""(",tidak butuh klarifikasi kamu memangnya kamu suka sekali ngetag2 teh risa tetapi tidak gubris kasihan sangat sih,1
424,bullying,Situ nge bacod mulu dari kemaren. asik nge tag teh @risa_saraswatipadahal gk di respon. Bego kok di pelihara,situ nge bacod terus kemarin asyik nge tag teh <USERNAME> tidak respon bodoh pelihara,0
425,bullying,Kasian :( cape cape bikin vidio tp ga laku...,kasihan capai capai bikin vidio tetapi tidak laku,0
426,bullying,Anak anak lu juga sampah,anak anak kamu sampah,0
427,bullying,"Ga cukup button dislike, kalo ada opsi jari tengah gue kasih itu paling cocok buat konten sampah dan cari duit dr hasil iri dengki",tidak button dislike kalau opsi jari saya kasih cocok konten sampah cari duit dari hasil iri dengki,0
428,bullying,goblok anying sia,goblok anying sia,0
429,bullying,Lo berdua kg ush nunggu peter cs dateng karna mereka takut sama WANITA JELEK 😂,kamu berdua kg ush nunggu peter cs datang karena takut wanita jelek,0
430,bullying,Bacot yaaaa:v,bacot yaaaa v,0
431,bullying,NGGA GUNA LU JD MANUSIA DIBUMI,tidak kamu jadi manusia dibumi,0
432,bullying,"otaknya gak nyampe kali, maksa jadi content creator",otaknya tidak sampai kali maksa content creator,0
433,bullying,"Berarti bikin konten itu gak dipikir dulu dong dampaknya gimana , yang penting viral ditonton banyak orang. Mau tenar gak segitunya kali!!!",bikin konten tidak dipikir dampaknya gimana viral ditonton orang tenar tidak segitunya kali,0
434,bullying,Kek yang mau hidup selamanya aja ni orang :( semoga cepet dapet hidayah ya sebelum kalian mati,kek hidup saja ni orang semoga cepat dapat hidayah ya mati,0
435,bullying,Ngurusin hidp org trs mbak mas nya ngk malu gitu,ngurusin hidp orang terus mbak mas nya tidak malu begitu,0
436,bullying,Mending chanel youtube @tim_jurnalrisa meski kata loo bohong tapi video yang bagus dan seru dari pada chanel youtube loooo jelek,mending chanel youtube <USERNAME> loo bohong video bagus seru chanel youtube loooo jelek,0
437,tidak bully,Tolong buat kalian berdua jangan suka nyaro masalah sama teh Risa. Padahal teh @risa_saraswati itu gapernah nyari-nyari kesalahan kalian berdua 😖😔,tolong berdua suka nyaro teh risa teh <USERNAME> tidak pernah cari cari kesalahan berdua,1
438,bullying,Sirik dasar,sirik dasar,0
439,tidak bully,"Maaf mb mz, apa anda tidak malu dgn keluarga anda masing2 dgn sikap anda menyinyir kehidupan keluarga org lain. Kalo anda diposisi mereka dan anda dijelek2an sama seperti anda menjelekkan mereka. Apakah anda terima? Karna orang ada batas sabarnya mb mz. Sungguh malu saya bila mempunyai keluarga macam anda. Sungguh menjijikkan. Terimakasih. Semoga sadar & insyaf.",maaf mb mz malu dengan keluarga masing2 dengan sikap menyinyir kehidupan keluarga orang kalau diposisi dijelek2an menjelekkan terima karena orang batas sabarnya mb mz sungguh malu keluarga sungguh menjijikkan terima kasih semoga sadar insyaf,1
440,bullying,"Kok belum ada vidio di YOUTOBE tentang sara wijayanto? Katanya segera di bikin tapi mana?,,gk berani yah??,,giliran atta halilintar komentarannya yang bagus bagus? Takut yah? Coba kalian liat gusy tentanng atta halilintar ngomennya bagus bagus,,jiji gw, @reyutami",vidio youtobe sara wijayanto bikin tidak berani yah giliran atta halilintar komentarannya bagus bagus takut yah coba liat gusy tentanng atta halilintar ngomennya bagus bagus jiji saya <USERNAME>,0
441,tidak bully,Di kolom komentar ini membela jurnalisa semua yah??,kolom komentar membela jurnalisa yah,1
442,bullying,Wanita jelek,wanita jelek,0
443,bullying,"lu caper se indonesia,kurang duit apa gmn si?",kamu caper indonesia duit bagaimana si,0
444,bullying,Hahaha kasian pasangan ini sangat miriss,hahaha kasihan pasangan miriss,0
445,bullying,"Sayang kuota banget kepoin dia, berasa nyesel jiwa raga batinku wkwkwk, you know, you bawa bawa ulama, mba kalo ngejelekin orang lain dan ulama dibawa bawa, kebohonganmu sungguh berkali kali lipat dan masih bangga ketawa ketawa aja sama yang dilakuin.",sayang kuota sekali kepoin berasa menyesal jiwa raga batinku wkwkwk you know you bawa bawa ulama mba kalau ngejelekin orang ulama dibawa bawa kebohonganmu sungguh berkali kali lipat bangga tertawa tertawa saja dilakuin,0
446,tidak bully,"Otw jd kek ftv ftv azab wkwk ,tunggu tanggal main nya aja",otw jadi kek ftv ftv azab wkwk tunggu tanggal main nya saja,1
447,tidak bully,Tau ni org2 kebanyakan tingkah cr sensasi aja..... Cr rezeki mah yg halal gag usah usil sm hidupnya orang.klo gag percaya sm indigo coba ya mulutnya tu diem ajah gag usah kbnyakan omong.,tahu ni orang-orang kebanyakan tingkah cr sensasi saja cr rezeki mah yang halal gag usil sama hidupnya orang kalau gag percaya sama indigo coba ya mulutnya itu diam saja gag kbnyakan omong,1
448,bullying,"bikin donasi yuk buat pasangan ini,karna mungkin ni pasangan pansos emang udh kekurangan duit dan vidio nya jarang trending , dan mungkin dia sirikk sama channel jurnalisa, dan gw jg binggung ni orang giliran di hate coment ntr ngomong nya netizen maha benar,kan goblok anjir, di hate coment gamau,tapi tingkah nya bloon, padahal udh tua,tp masih aja pansos caper se indo,ini lah kalo orang pas masih kecil gk dikasih asi tapi malah di kasih kuah pop mie,mecin nya tembus ke otak",bikin donasi yuk pasangan karena ni pasangan pansos memang sudah kekurangan duit vidio nya jarang trending sirikk channel jurnalisa saya juga binggung ni orang giliran hate coment nanti bicara nya netizen maha goblok anjir hate coment tidak mau tingkah nya bloon sudah tua tetapi saja pansos caper indo kalau orang pas tidak dikasih asi kasih kuah pop mie mecin nya tembus otak,0
449,tidak bully,Bajunya si laki sama kayak yg dipakai di PPH trans TV skrg.. Ga ganti2 ya? 😁,bajunya si laki mirip yang dipakai pph trans tv sekarang tidak ganti2 ya,1
450,bullying,Males banget liat pasangan ini😂😂😂😂pertama w follow yakin deh abis ini w unfollow..harusnya tinggi tanpa menginjak mba mas😅😅,males sekali liat pasangan w follow deh habis w unfollow menginjak mba mas,0
451,bullying,"Awas nanti siap2 mulut mu harimau mu. . Berakhir di dipenjara. . Dulu aja ktnya dikasih mobil mewah eh sekarang malah suka julidin orang pansos, soak lu @reyutami",awas siap2 mulut mu harimau mu dipenjara saja katanya dikasih mobil mewah eh suka julidin orang pansos soak kamu <USERNAME>,0
452,bullying,REPORT RAME² KUY,report rame² kuy,0
453,bullying,Udh report aja YouTube SMA ig nya sekalian nek gue liat muka cwo aplgi cewe nya so kecakapan Lo percma nh org mu gmna juga kga bkln tobat klu udh dksh azab SMA Allah Bru ksian bngt c krna kga ada job nyri kerja haram nauzubillah,sudah report saja youtube sma ig nya nek saya liat muka cowok apalagi cewek nya so kecakapan kamu percma nh orang mu bagaimana tidak bkln tobat kalau sudah dikasih azab sma allah baru kasihan sangat c karena tidak job nyri kerja haram nauzubillah,0
454,bullying,Pengen gua tampol pake telor,pengen saya tampol pakai telur,0
455,bullying,"HAHA MASIH AMATIRAN BIKIN LINK JUGA MASIH NOOB? pengen viral pngen naik adsense pngen banyak subs ya berkaryalah malah ngejelekin orang biar tenar biar viral biar pansos? HANYA ORANG BODOH YANG LAKUIN KYA GINI 👌 gapunta skil gapunya karya cuma bisa nyinyir orang, semua orang jyga bisa nyinyir. TOLOL AMAT JADI ORANG, NGOTAK LU!!",haha amatiran bikin link noob pengen viral ingin adsense ingin subs ya berkaryalah ngejelekin orang biar tenar biar viral biar pansos orang bodoh lakuin kya gini gapunta skil tidak punya karya nyinyir orang orang jyga nyinyir tolol orang ngotak kamu,0
456,bullying,"Ini ni orang bikin konten cuma nyinyir orang cuma bhas sana sini ""ngga ada konten lain napa? Yg lebih berfaedah yg bisa membangun negri ini bukan dengan sebagai pemecah belah bangsa.",ni orang bikin konten nyinyir orang bhas tidak konten kenapa yang berfaedah yang membangun negeri pemecah belah bangsa,0
457,bullying,"ngakak,,numpang tenar doang,,",terbahak-bahak numpang tenar saja,0
458,bullying,"Nyari duit emang susah, tp caranya gk gini juga, keliatan begonya wkwk",cari duit memang susah tetapi tidak gini kelihatan begonya wkwk,0
459,bullying,KASIAAAAAN DEH LU GA DI GUBRIS SAMA PIHAK @risa_saraswatiBEDA KELAS SHAYAAANG KALO MAU CARI MASALAH. @risa_saraswati & @tim_jurnalrisa OTAK NYA LEBIH BERKUALITAS DARI PADA LU BEDUA.,kasiaaaaan deh kamu tidak gubris <USERNAME> kelas shayaaang kalau cari <USERNAME> <USERNAME> otak nya berkualitas kamu berdua,0
460,bullying,Gg bermutuuuu bgt uweee okeh sip thank you bhaayyyu😂 gg ada faedah ny ini manusia,gg bermutuuuu sangat uweee baik sip thank you bhaayyyu gg faedah nya manusia,0
461,bullying,"gimana ya rasanya jadi orangtua mereka, malu kali yak haha nyesel kali ngelahirin binatang macam itu",gimana ya orangtua malu kali yak haha menyesal kali ngelahirin binatang,0
462,tidak bully,Cari endorsan obat pembesar penghasilan coba mbaknya 😂😂,cari endorsan obat pembesar penghasilan coba mbaknya,1
463,bullying,"Emang dasar nih orang bikin kontek kagak ada faedahnya semua suka amat mbak mas ngegosip in orang, biar diundang ya diacara""tv kasihan katanya kayak, kayak apa mbk mas kayak sampah ya ngaca napa",memang dasar nih orang bikin kontek tidak faedahnya suka mbak mas gosip in orang biar diundang ya diacara tv kasihan mirip mirip mbk mas mirip sampah ya ngaca kenapa,0
464,bullying,cari panggung,cari panggung,0
465,bullying,Wwkwkkwk gpp guys mereka lg usaha keras. Tp sedih gak kak subcribernya segitu2 mulu? Kurang sampah mungkin kontennya?,wwkwkkwk tidak apa-apa guys lagi usaha keras tetapi sedih tidak kak subcribernya segitu2 terus sampah kontennya,0
466,bullying,"Hebat loh mereka ini, konsisten. Konsisten ngeyel dan ng tau malunya. Wkwkwk. Setelah berepisode episode bikin video ttg jurnalrisa, dgn segala cara, mulai dr bilang bohong, bawa ustadz, bawa pengacara, nyebut pendukung jurnalrisa ng logis, terakhir di video ini katanya pendukung jurnalrisa pendendam. Lucunya ng di-julidin cuek ajah. Eh ujung2nya di video ini bilang ""klo mw pembuktian makanya collab!""",hebat loh konsisten konsisten ngeyel ng tahu malunya wkwkwk berepisode episode bikin video tentang jurnalrisa dengan dari bilang bohong bawa ustadz bawa pengacara nyebut pendukung jurnalrisa ng logis video pendukung jurnalrisa pendendam lucunya ng julidin cuek saja eh ujung2nya video bilang kalau mau pembuktian collab,0
467,bullying,Dua orang pembohong yang ingin pansos dengan cara yang bodoh,orang pembohong pansos bodoh,0
468,tidak bully,"Buat apah @risa_saraswati ngasih pembuktian k kalian gak perluu gak penting juga lah, masihh banyak urusan teh risa yg lebih berfaedah dr pd ngurusin orng lain 🙏🙏🙏",apa <USERNAME> kasih pembuktian ke tidak perluu tidak masihh urusan teh risa yang berfaedah dari pada ngurusin orang,1
469,bullying,"istigfar ajadeh sama orng yg udah berkecukupan tp masih aja butuh adsense dengan pansos, ga ngeluarin karya tapi sensasi haha gara2 udah mulai tenggelem mulai ngebacot lagi deh pansosnya hihi, astagfirullah",istigfar ajadeh orang yang sudah berkecukupan tetapi saja butuh adsense pansos tidak ngeluarin karya sensasi haha gara2 sudah tenggelem ngebacot deh pansosnya hihi astagfirullah,0
470,bullying,Mulut Sampah Masyarakat-__-,mulut sampah masyarakat __,0
471,bullying,Dasar gapunya hati,dasar tidak punya hati,0
472,bullying,"kalo mau bikin konten yang kreatif lah njing, semuanya aja lu jatohin nanti di ujung yang lu gibahin semua itu ngumpul terus kalian di tuntut karena pencemaran nama baik. boomerang goblok buat kalian",kalau bikin konten kreatif njing saja kamu jatohin ujung kamu gibahin ngumpul tuntut pencemaran nama boomerang goblok,0
473,bullying,Najisss gua mau nntonnya jugaa,najisss saya nntonnya jugaa,0
